0	1
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is ½×. In Generation II-Generation V, the effectiveness of Dark-type moves was ½×. In Generation II-Generation V, the effectiveness of Ghost-type moves was ½×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Poison  1×  Bug  1×  Ghost  1×  Steel  1×  Water  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Poison  1×  Bug  1×  Ghost  1×  Steel  1×  Water  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Poison	1×
Bug	1×
Ghost	1×
Steel	1×
Water	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Rock  2×  Fire  2×	
Weak to:	Flying  2×  Rock  2×  Fire  2×
Flying	2×
Rock	2×
Fire	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Ground  ½×  Grass  ½×	
Resistant to:	Fighting  ½×  Ground  ½×  Grass  ½×
Fighting	½×
Ground	½×
Grass	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Ghost	1×
Steel	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  4×  Poison  2×  Rock  2×  Bug  2×  Fire  4×  Ice  2×	
Weak to:	Flying  4×  Poison  2×  Rock  2×  Bug  2×  Fire  4×  Ice  2×
Flying	4×
Poison	2×
Rock	2×
Bug	2×
Fire	4×
Ice	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Ground  ¼×  Water  ½×  Grass  ¼×  Electric  ½×	
Resistant to:	Fighting  ½×  Ground  ¼×  Water  ½×  Grass  ¼×  Electric  ½×
Fighting	½×
Ground	¼×
Water	½×
Grass	¼×
Electric	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Poison  1×  Ghost  1×  Steel  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Poison  1×  Ghost  1×  Steel  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Poison	1×
Ghost	1×
Steel	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Rock  4×  Fire  2×  Electric  2×  Ice  2×	
Weak to:	Flying  2×  Rock  4×  Fire  2×  Electric  2×  Ice  2×
Flying	2×
Rock	4×
Fire	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×	
Immune to:	Ground  0×
Ground	0×
Resistant to:  Fighting  ¼×  Bug  ½×  Grass  ¼×	
Resistant to:	Fighting  ¼×  Bug  ½×  Grass  ¼×
Fighting	¼×
Bug	½×
Grass	¼×
Notes: If Gravity is in effect, this Pokémon is given an Iron Ball (in Generation IV) or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is ½×. In Generation V, if this Pokémon is given an Iron Ball, the effectiveness of Ground-type moves is 1×.	Notes: If Gravity is in effect, this Pokémon is given an Iron Ball (in Generation IV) or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is ½×. In Generation V, if this Pokémon is given an Iron Ball, the effectiveness of Ground-type moves is 1×.
Notes:	
If Gravity is in effect, this Pokémon is given an Iron Ball (in Generation IV) or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is ½×. In Generation V, if this Pokémon is given an Iron Ball, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Poison  1×  Ghost  1×  Steel  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Poison  1×  Ghost  1×  Steel  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Poison	1×
Ghost	1×
Steel	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Rock  4×  Fire  2×  Electric  2×  Ice  2×	
Weak to:	Flying  2×  Rock  4×  Fire  2×  Electric  2×  Ice  2×
Flying	2×
Rock	4×
Fire	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×	
Immune to:	Ground  0×
Ground	0×
Resistant to:  Fighting  ¼×  Bug  ½×  Grass  ¼×	
Resistant to:	Fighting  ¼×  Bug  ½×  Grass  ¼×
Fighting	¼×
Bug	½×
Grass	¼×
Notes: If Gravity is in effect, this Pokémon is given an Iron Ball (in Generation IV) or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is ½×. In Generation V, if this Pokémon is given an Iron Ball, the effectiveness of Ground-type moves is 1×.	Notes: If Gravity is in effect, this Pokémon is given an Iron Ball (in Generation IV) or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is ½×. In Generation V, if this Pokémon is given an Iron Ball, the effectiveness of Ground-type moves is 1×.
Notes:	
If Gravity is in effect, this Pokémon is given an Iron Ball (in Generation IV) or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is ½×. In Generation V, if this Pokémon is given an Iron Ball, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Poison  1×  Ghost  1×  Steel  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Poison  1×  Ghost  1×  Steel  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Poison	1×
Ghost	1×
Steel	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Rock  4×  Fire  2×  Electric  2×  Ice  2×	
Weak to:	Flying  2×  Rock  4×  Fire  2×  Electric  2×  Ice  2×
Flying	2×
Rock	4×
Fire	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×	
Immune to:	Ground  0×
Ground	0×
Resistant to:  Fighting  ¼×  Bug  ½×  Grass  ¼×	
Resistant to:	Fighting  ¼×  Bug  ½×  Grass  ¼×
Fighting	¼×
Bug	½×
Grass	¼×
Notes: If Gravity is in effect, this Pokémon is given an Iron Ball (in Generation IV) or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is ½×. In Generation V, if this Pokémon is given an Iron Ball, the effectiveness of Ground-type moves is 1×.	Notes: If Gravity is in effect, this Pokémon is given an Iron Ball (in Generation IV) or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is ½×. In Generation V, if this Pokémon is given an Iron Ball, the effectiveness of Ground-type moves is 1×.
Notes:	
If Gravity is in effect, this Pokémon is given an Iron Ball (in Generation IV) or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is ½×. In Generation V, if this Pokémon is given an Iron Ball, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Poison  1×  Rock  1×  Bug  1×  Ghost  1×  Fire  1×  Water  1×  Grass  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Poison  1×  Rock  1×  Bug  1×  Ghost  1×  Fire  1×  Water  1×  Grass  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Poison	1×
Rock	1×
Bug	1×
Ghost	1×
Fire	1×
Water	1×
Grass	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Ground  2×	
Weak to:	Ground  2×
Ground	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Flying  ½×  Steel  ½×  Electric  ½×	
Resistant to:	Flying  ½×  Steel  ½×  Electric  ½×
Flying	½×
Steel	½×
Electric	½×
Notes: If this Pokémon has Volt Absorb, the effectiveness of Electric-type moves is 0×.	Notes: If this Pokémon has Volt Absorb, the effectiveness of Electric-type moves is 0×.
Notes:	
If this Pokémon has Volt Absorb, the effectiveness of Electric-type moves is 0×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Grass  2×  Electric  2×	
Weak to:	Grass  2×  Electric  2×
Grass	2×
Electric	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×	
Resistant to:	Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Grass  2×  Electric  2×	
Weak to:	Grass  2×  Electric  2×
Grass	2×
Electric	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×	
Resistant to:	Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Rock	1×
Ghost	1×
Steel	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×	
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Flying	2×
Poison	2×
Bug	2×
Fire	2×
Ice	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×	
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Ground	½×
Water	½×
Grass	½×
Electric	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Rock	1×
Ghost	1×
Steel	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×	
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Flying	2×
Poison	2×
Bug	2×
Fire	2×
Ice	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×	
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Ground	½×
Water	½×
Grass	½×
Electric	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Grass  2×  Electric  2×	
Weak to:	Grass  2×  Electric  2×
Grass	2×
Electric	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×	
Resistant to:	Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
Notes: If this Pokémon has Storm Drain, the effectiveness of Water-type moves is 0×.	Notes: If this Pokémon has Storm Drain, the effectiveness of Water-type moves is 0×.
Notes:	
If this Pokémon has Storm Drain, the effectiveness of Water-type moves is 0×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Water  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Water  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Ground	1×
Bug	1×
Ghost	1×
Water	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Grass  4×	
Weak to:	Grass  4×
Grass	4×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Poison  ½×  Rock  ½×  Steel  ½×  Fire  ½×	
Resistant to:	Poison  ½×  Rock  ½×  Steel  ½×  Fire  ½×
Poison	½×
Rock	½×
Steel	½×
Fire	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 2×. If this Pokémon has Storm Drain, the effectiveness of Water-type moves is 0×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 2×. If this Pokémon has Storm Drain, the effectiveness of Water-type moves is 0×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 2×. If this Pokémon has Storm Drain, the effectiveness of Water-type moves is 0×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×	
Weak to:	Fighting  2×
Fighting	2×
Immune to:  Ghost  0×	
Immune to:	Ghost  0×
Ghost	0×
Resistant to:  None	
Resistant to:	None
None	
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Flying  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Flying  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Fairy  1×
Flying	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Fairy	1×
Weak to:  Rock  2×  Ghost  2×  Electric  2×  Ice  2×  Dark  2×	
Weak to:	Rock  2×  Ghost  2×  Electric  2×  Ice  2×  Dark  2×
Rock	2×
Ghost	2×
Electric	2×
Ice	2×
Dark	2×
Immune to:  Normal  0×  Fighting  0×  Ground  0×	
Immune to:	Normal  0×  Fighting  0×  Ground  0×
Normal	0×
Fighting	0×
Ground	0×
Resistant to:  Poison  ½×  Bug  ¼×  Grass  ½×	
Resistant to:	Poison  ½×  Bug  ¼×  Grass  ½×
Poison	½×
Bug	¼×
Grass	½×
Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is ½×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is ½×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.
Notes:	
If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is ½×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Flying  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Flying  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Fairy  1×
Flying	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Fairy	1×
Weak to:  Rock  2×  Ghost  2×  Electric  2×  Ice  2×  Dark  2×	
Weak to:	Rock  2×  Ghost  2×  Electric  2×  Ice  2×  Dark  2×
Rock	2×
Ghost	2×
Electric	2×
Ice	2×
Dark	2×
Immune to:  Normal  0×  Fighting  0×  Ground  0×	
Immune to:	Normal  0×  Fighting  0×  Ground  0×
Normal	0×
Fighting	0×
Ground	0×
Resistant to:  Poison  ½×  Bug  ¼×  Grass  ½×	
Resistant to:	Poison  ½×  Bug  ¼×  Grass  ½×
Poison	½×
Bug	¼×
Grass	½×
Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is ½×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is ½×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.
Notes:	
If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is ½×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×	
Weak to:	Fighting  2×
Fighting	2×
Immune to:  Ghost  0×	
Immune to:	Ghost  0×
Ghost	0×
Resistant to:  None	
Resistant to:	None
None	
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×	
Weak to:	Fighting  2×
Fighting	2×
Immune to:  Ghost  0×	
Immune to:	Ghost  0×
Ghost	0×
Resistant to:  None	
Resistant to:	None
None	
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Flying  1×  Rock  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Flying  1×  Rock  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Fairy  1×
Flying	1×
Rock	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Fairy	1×
Weak to:  Ghost  2×  Dark  2×	
Weak to:	Ghost  2×  Dark  2×
Ghost	2×
Dark	2×
Immune to:  Normal  0×  Fighting  0×  Ground  0×	
Immune to:	Normal  0×  Fighting  0×  Ground  0×
Normal	0×
Fighting	0×
Ground	0×
Resistant to:  Poison  ½×  Bug  ½×	
Resistant to:	Poison  ½×  Bug  ½×
Poison	½×
Bug	½×
Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or affected by Smack Down or Ingrain, the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or this Pokémon is affected by Gastro Acid, or this Pokémon's Ability is replaced, the effectiveness of Ground-type moves is 1×.	Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or affected by Smack Down or Ingrain, the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or this Pokémon is affected by Gastro Acid, or this Pokémon's Ability is replaced, the effectiveness of Ground-type moves is 1×.
Notes:	
If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or affected by Smack Down or Ingrain, the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or this Pokémon is affected by Gastro Acid, or this Pokémon's Ability is replaced, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Dragon  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Dragon  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Dragon	1×
Weak to:  Rock  2×  Electric  2×  Ice  2×  Fairy  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×  Fairy  2×
Rock	2×
Electric	2×
Ice	2×
Fairy	2×
Immune to:  Ground  0×  Psychic  0×	
Immune to:	Ground  0×  Psychic  0×
Ground	0×
Psychic	0×
Resistant to:  Ghost  ½×  Grass  ½×  Dark  ½×	
Resistant to:	Ghost  ½×  Grass  ½×  Dark  ½×
Ghost	½×
Grass	½×
Dark	½×
Notes: If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	Notes: If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.
Notes:	
If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
