,First_pokemon,Second_pokemon,Winner
28538,680,148,148
28540,637,492,492
28541,485,550,550
28542,342,37,37
28543,162,391,162
28544,550,406,550
28545,681,435,435
28546,565,377,377
28547,613,128,128
28548,26,515,26
28550,300,710,710
28552,338,303,338
28553,621,284,284
28554,376,676,676
28555,102,564,102
28556,220,547,547
28557,538,176,538
28558,503,490,490
28559,302,283,283
28560,643,507,643
28561,454,508,454
28562,358,253,253
28564,3,155,3
28565,714,352,714
28566,42,579,42
28567,502,600,502
28568,212,197,197
28569,196,405,196
28570,151,617,617
28571,702,302,702
28572,317,480,480
28575,550,607,550
28577,79,693,693
28580,696,131,131
28582,111,367,367
28583,714,689,689
28585,536,294,536
28586,278,299,278
28587,314,98,314
28588,120,474,474
28589,606,327,327
28590,64,378,64
28591,136,668,668
28594,72,258,72
28595,530,419,419
28596,573,234,573
28597,512,98,512
28598,347,598,598
28599,142,61,142
28600,161,613,613
28603,34,603,34
28604,66,503,503
28605,713,616,713
28607,75,227,227
28608,310,682,310
28609,182,435,435
28610,402,24,24
28611,169,133,169
28612,467,507,467
28613,620,85,620
28614,228,483,483
28615,523,447,523
28616,433,306,306
28618,75,90,90
28619,455,274,274
28620,567,418,567
28621,139,253,253
28622,417,47,47
28623,615,38,615
28624,240,311,311
28625,454,337,454
28626,672,192,672
28627,374,9,9
28628,294,585,585
28629,599,548,548
28631,537,616,537
28632,116,613,116
28633,304,84,304
28634,379,425,425
28635,106,516,516
28636,73,250,73
28638,349,390,349
28639,309,207,207
28641,14,172,172
28642,433,5,5
28643,579,708,708
28645,327,608,608
28646,579,644,644
28648,514,526,526
28649,525,139,139
28650,397,643,643
28651,114,511,511
28652,103,534,103
28653,654,309,654
28654,3,358,3
28655,39,691,39
28656,701,34,701
28657,348,135,135
28661,13,499,499
28662,332,14,332
28663,57,445,445
28664,636,412,636
28665,621,512,512
28666,478,409,409
28667,17,147,17
28668,240,660,240
28670,710,413,710
28672,77,505,77
28673,235,353,353
28674,191,173,191
28675,198,131,198
28676,638,553,638
28678,588,586,586
28679,246,14,246
28680,709,108,108
28681,569,259,569
28682,121,431,121
28683,478,501,501
28684,370,489,370
28686,388,174,388
28687,267,541,267
28688,222,432,432
28689,158,161,158
28690,226,336,226
28691,8,713,8
28692,197,603,197
28693,304,292,304
28694,315,512,512
28695,266,271,271
28696,31,125,125
28697,579,90,90
28698,368,573,573
28699,317,29,317
28700,14,400,400
28701,250,41,250
28702,663,2,663
28704,197,693,197
28705,410,638,638
28706,140,287,140
28707,386,512,386
28708,659,66,659
28710,92,573,573
28711,43,382,382
28712,631,301,301
28713,656,443,656
28714,666,388,666
28715,366,686,686
28716,456,174,456
28717,324,623,623
28718,443,270,443
28719,548,343,343
28720,15,515,15
28721,472,623,472
28722,403,300,300
28723,555,337,555
28724,29,350,350
28725,305,56,56
28726,259,200,200
28727,255,332,332
28728,484,492,492
28729,554,445,445
28730,604,285,604
28733,500,117,117
28734,135,659,135
28735,67,46,67
28737,213,253,253
28738,651,305,651
28739,420,134,134
28740,399,348,348
28741,387,39,387
28742,546,58,546
28743,686,527,686
28745,431,639,639
28746,641,658,658
28747,244,84,244
28748,696,107,107
28749,717,65,717
28750,250,362,250
28753,176,140,140
28754,34,641,641
28755,654,712,654
28756,328,98,98
28757,94,258,94
28758,594,515,594
28759,648,302,648
28760,704,146,146
28761,485,41,485
28762,6,514,514
28763,583,215,215
28764,137,127,127
28766,289,237,289
28767,567,636,567
28768,45,608,608
28769,454,655,655
28770,341,42,42
28771,560,170,170
28772,271,100,100
28773,651,714,651
28774,505,20,20
28775,444,286,444
28776,477,224,224
28777,281,621,281
28778,169,660,169
28779,380,280,380
28781,373,128,128
28782,461,129,461
28783,175,588,588
28784,299,28,28
28785,213,86,86
28786,382,227,382
28787,448,291,291
28789,324,523,523
28790,107,63,63
28791,453,462,462
28792,340,258,340
28793,165,427,427
28794,595,583,595
28795,442,639,639
28796,477,365,365
28797,314,635,635
28798,709,293,293
28800,203,57,57
28801,370,245,370
28803,303,253,253
28807,499,327,327
28808,22,345,22
28809,167,318,318
28810,117,445,445
28812,152,601,601
28813,72,119,72
28814,94,261,94
28815,530,394,530
28816,74,327,327
28817,233,616,233
28819,656,583,656
28821,180,711,711
28822,305,517,305
28823,342,70,70
28824,669,329,329
28826,441,324,441
28827,413,676,676
28828,694,674,694
28831,121,513,121
28832,664,115,115
28833,470,294,470
28834,392,295,392
28836,661,260,661
28839,134,549,549
28840,133,289,289
28841,621,175,175
28842,236,643,643
28843,436,282,282
28844,271,128,128
28845,98,394,394
28846,310,215,215
28847,355,307,355
28848,478,47,478
28849,25,335,335
28850,31,692,31
28851,382,534,382
28852,685,682,685
28853,439,189,189
28854,128,62,128
28855,418,336,418
28856,159,341,159
28857,637,680,680
28858,395,385,385
28859,559,633,559
28860,194,236,236
28861,513,16,513
28862,656,483,483
28863,541,339,339
28864,553,66,553
28865,521,414,521
28866,382,376,382
28868,502,497,497
28869,91,648,648
28870,640,541,640
28871,423,106,106
28872,136,495,136
28873,609,481,481
28874,254,547,254
28875,38,573,573
28876,66,408,408
28878,385,190,385
28879,267,170,170
28881,673,202,673
28882,437,120,120
28883,113,235,235
28884,276,566,276
28885,6,129,6
28886,369,518,369
28888,651,42,42
28889,352,156,156
28890,29,72,72
28891,595,587,587
28892,65,623,623
28893,354,356,354
28894,695,348,348
28895,294,365,365
28896,632,108,632
28897,184,308,308
28898,61,685,61
28899,347,640,640
28900,137,362,362
28901,158,194,158
28902,714,670,714
28904,636,194,636
28906,368,578,368
28907,169,368,169
28908,37,622,622
28910,370,97,370
28911,672,260,260
28912,179,568,568
28913,320,492,492
28914,692,707,707
28915,360,192,192
28916,109,219,109
28917,452,56,452
28919,706,325,706
28920,66,189,189
28921,691,196,196
28922,528,248,528
28923,111,59,59
28925,398,159,398
28926,419,185,419
28927,69,501,501
28928,481,397,397
28929,448,368,448
28930,470,176,470
28931,669,218,669
28932,42,390,42
28933,682,537,537
28934,201,667,667
28935,15,319,319
28937,15,97,15
28938,270,422,422
28939,524,470,470
28941,285,195,195
28942,137,651,651
28943,640,564,640
28944,286,97,286
28945,692,575,575
28946,433,526,526
28947,98,490,490
28948,572,618,572
28950,381,534,381
28951,296,206,206
28952,712,403,403
28953,318,15,15
28955,144,559,144
28956,646,709,646
28957,627,236,627
28958,645,342,645
28959,606,138,606
28960,224,11,224
28961,45,23,23
28962,443,635,635
28963,569,702,702
28964,282,336,282
28965,454,77,77
28966,250,63,63
28968,699,146,146
28969,538,211,211
28970,524,23,524
28971,699,222,699
28973,577,369,369
28974,140,474,474
28975,608,186,186
28976,463,29,463
28980,349,495,495
28981,4,43,4
28982,208,644,208
28983,372,436,372
28984,215,622,215
28986,41,255,41
28988,234,677,234
28989,674,596,596
28990,567,254,254
28991,167,46,167
28992,74,596,74
28993,199,351,351
28994,586,679,586
28995,89,390,390
28996,245,215,215
28997,381,545,545
28998,236,591,236
28999,375,6,6
29001,495,572,572
29002,239,440,239
29005,18,218,18
29006,426,357,426
29007,445,350,445
29008,691,286,286
29009,382,316,382
29011,251,77,251
29012,298,73,73
29013,32,522,522
29014,424,348,424
29016,418,477,418
29017,296,666,666
29018,670,238,238
29020,359,279,359
29021,427,86,427
29022,481,710,481
29024,110,134,134
29025,667,9,9
29026,263,159,263
29027,417,20,20
29028,626,330,330
29029,512,294,512
29030,162,374,162
29032,549,239,239
29033,219,206,206
29035,680,716,716
29036,531,361,361
29037,365,123,123
29039,18,583,18
29041,145,615,615
29043,156,617,617
29044,352,448,448
29046,718,565,718
29047,116,416,116
29048,187,120,120
29049,177,603,177
29050,424,380,424
29051,522,369,522
29052,103,183,103
29053,532,671,671
29054,468,292,468
29055,693,209,693
29056,68,711,711
29057,534,510,534
29059,101,307,101
29060,5,564,564
29062,484,55,484
29064,172,533,533
29065,674,465,465
29066,4,135,135
29067,271,222,271
29072,203,158,203
29073,495,649,649
29074,382,383,383
29075,550,548,550
29076,510,693,510
29077,76,573,573
29078,606,684,684
29079,6,109,6
29080,335,534,335
29081,90,664,90
29082,343,259,343
29084,717,641,641
29085,216,76,76
29086,611,576,611
29087,160,386,386
29088,644,350,644
29089,237,685,685
29090,645,672,645
29091,321,661,661
29092,309,317,309
29093,577,695,695
29097,298,138,138
29098,485,434,485
29099,7,708,7
29101,172,182,172
29102,550,469,550
29103,296,312,312
29104,711,287,287
29105,199,419,419
29106,407,578,407
29107,101,105,105
29108,459,564,459
29109,298,603,603
29110,520,470,470
29112,683,455,455
29113,43,142,142
29115,561,171,561
29116,257,251,251
29117,275,277,277
29118,375,126,126
29119,618,651,651
29120,419,211,419
29121,671,33,671
29122,703,720,720
29124,628,555,555
29125,392,559,392
29126,115,403,115
29128,83,502,502
29129,47,395,395
29130,426,106,106
29131,616,36,36
29132,580,233,233
29133,440,110,110
29134,264,608,608
29135,644,547,547
29136,412,136,136
29137,223,689,689
29138,524,668,524
29139,61,693,61
29140,302,555,555
29141,433,609,609
29142,547,275,547
29143,203,581,581
29144,670,288,288
29145,664,518,664
29146,75,529,529
29147,575,321,321
29148,429,47,429
29149,38,351,38
29150,409,572,572
29151,96,415,415
29153,418,445,445
29154,697,655,655
29155,413,210,210
29156,85,591,85
29158,198,629,198
29159,398,290,398
29160,415,139,415
29161,335,111,335
29163,126,552,126
29164,606,166,166
29165,710,475,475
29166,328,270,328
29167,216,416,416
29168,9,303,9
29169,413,621,621
29170,552,453,552
29171,324,198,198
29172,122,476,476
29174,55,485,55
29175,272,339,272
29176,554,544,554
29178,642,653,642
29179,3,570,3
29180,117,573,573
29181,497,157,497
29182,131,248,248
29184,53,568,53
29185,666,522,666
29186,120,300,120
29187,205,39,205
29188,572,616,572
29189,80,712,80
29190,11,321,321
29193,118,343,118
29194,506,500,500
29195,243,79,243
29196,128,530,128
29197,702,619,702
29198,39,298,298
29199,665,26,26
29201,318,623,318
29202,662,720,662
29203,311,16,311
29204,192,613,613
29205,191,323,323
29206,596,490,596
29207,313,650,313
29208,420,66,66
29210,158,513,513
29211,8,64,64
29212,324,492,492
29213,187,471,471
29214,446,710,710
29215,502,142,142
29216,586,330,330
29217,120,598,598
29218,245,49,49
29219,13,3,3
29221,518,165,165
29224,417,165,417
29225,437,494,494
29227,659,564,564
29228,378,267,267
29229,534,208,534
29231,146,677,146
29232,470,180,470
29234,597,428,428
29235,399,116,116
29236,478,191,191
29238,285,92,92
29240,10,633,10
29242,324,458,324
29243,155,45,155
29245,223,582,223
29246,320,276,276
29247,100,490,490
29248,285,372,372
29249,366,545,545
29251,701,682,701
29252,357,625,625
29254,177,456,177
29255,509,266,509
29256,291,682,291
29258,357,431,431
29259,626,203,203
29260,653,472,472
29261,635,239,635
29263,95,652,95
29264,326,6,6
29265,549,272,549
29266,632,315,632
29268,455,230,230
29269,234,153,234
29270,310,539,310
29271,66,445,445
29272,392,405,392
29273,541,599,541
29274,389,505,505
29275,459,662,662
29277,661,563,563
29279,716,243,243
29280,114,122,122
29281,501,124,124
29282,479,712,712
29283,690,18,18
29285,464,420,464
29286,136,328,136
29287,207,239,239
29288,372,508,508
29289,505,555,555
29291,14,246,246
29292,172,72,72
29293,396,332,396
29294,189,196,196
29295,472,511,472
29296,36,151,151
29297,362,395,362
29299,459,260,260
29300,469,280,469
29301,299,602,602
29302,691,1,1
29303,134,35,134
29304,275,542,542
29305,331,126,126
29306,176,606,606
29307,301,382,382
29308,419,323,419
29311,415,634,415
29312,262,677,262
29313,622,216,216
29315,620,84,620
29316,220,237,237
29317,575,691,575
29318,629,280,629
29319,683,56,683
29321,376,458,376
29322,275,668,668
29323,274,328,274
29324,209,716,716
29325,370,215,215
29326,682,552,552
29327,362,18,18
29328,691,587,587
29329,308,599,308
29332,468,683,468
29333,721,686,721
29334,433,546,546
29335,99,384,384
29337,440,67,67
29338,158,351,351
29339,160,280,160
29340,654,605,654
29341,481,544,481
29342,376,300,376
29344,129,619,619
29345,640,571,640
29346,109,364,364
29347,409,407,407
29348,244,264,264
29349,258,277,277
29350,493,225,493
29351,355,585,585
29353,177,123,123
29354,46,536,536
29356,719,478,478
29358,398,79,398
29359,598,500,500
29361,95,625,625
29364,201,645,645
29366,443,284,284
29368,472,613,472
29372,503,46,503
29373,416,402,402
29374,300,7,300
29375,408,658,658
29376,492,300,492
29377,720,233,233
29378,273,46,273
29379,472,473,472
29380,215,708,215
29381,679,211,211
29382,422,505,505
29383,714,598,598
29384,713,258,258
29385,48,316,48
29386,455,647,647
29387,127,545,545
29388,703,567,567
29389,537,422,537
29391,88,687,687
29392,362,701,701
29393,580,601,601
29394,597,218,218
29395,312,458,312
29396,196,642,642
29397,415,135,135
29398,139,521,521
29399,184,631,631
29403,530,707,530
29404,251,624,624
29405,29,456,456
29406,107,494,494
29407,698,535,535
29409,647,129,647
29411,386,315,386
29412,49,216,49
29413,521,664,521
29414,333,180,333
29415,519,512,512
29417,499,394,499
29419,719,466,466
29423,642,47,642
29424,621,442,621
29425,642,332,642
29426,95,393,95
29427,10,286,286
29428,76,269,76
29429,213,537,537
29430,218,352,352
29432,128,311,128
29433,650,464,464
29434,52,364,52
29435,158,394,394
29437,309,572,572
29438,405,586,586
29439,559,295,295
29440,516,309,516
29443,255,700,700
29444,583,648,648
29445,2,28,28
29446,685,530,530
29447,304,389,389
29448,652,638,638
29449,428,446,446
29450,415,80,80
29451,334,587,587
29452,180,382,382
29455,142,341,142
29456,46,268,46
29457,226,598,598
29459,85,413,85
29460,557,709,709
29461,504,99,99
29462,612,35,35
29463,62,434,434
29465,46,665,665
29466,576,442,576
29467,281,654,654
29468,286,470,470
29469,158,39,158
29470,53,193,53
29471,699,413,699
29472,125,149,125
29473,576,135,135
29474,381,500,381
29476,690,368,368
29477,307,121,121
29479,312,194,312
29480,169,11,169
29481,573,314,573
29482,198,390,198
29483,546,122,122
29485,665,129,665
29486,661,300,661
29487,79,59,59
29488,187,424,424
29489,248,176,248
29490,436,689,689
29491,579,277,277
29492,705,266,705
29493,535,643,643
29494,248,630,630
29495,388,664,388
29496,469,365,469
29498,414,405,405
29499,510,171,510
29501,129,215,215
29502,333,30,30
29504,117,242,117
29507,265,298,298
29509,372,38,38
29510,448,456,448
29511,152,646,646
29513,284,20,20
29515,157,174,157
29517,519,328,328
29518,500,702,702
29519,453,220,220
29521,330,344,330
29522,346,234,234
29523,357,494,494
29524,632,517,632
29525,625,466,466
29527,270,468,468
29528,149,346,149
29529,138,41,41
29530,9,488,488
29533,195,214,214
29534,94,19,19
29535,28,662,662
29536,510,512,510
29537,157,505,157
29538,194,576,576
29540,669,460,460
29541,187,274,274
29545,251,64,64
29547,610,625,625
29548,439,633,633
29549,672,304,672
29551,25,167,25
29552,522,386,386
29553,196,639,196
29554,14,620,620
29556,660,375,660
29557,671,143,143
29559,654,264,264
29560,250,698,250
29561,282,1,282
29562,463,14,463
29564,223,364,223
29565,416,330,330
29566,561,461,461
29568,555,505,555
29571,536,20,20
29573,410,173,410
29575,171,548,171
29576,511,327,511
29577,329,624,329
29578,514,273,514
29579,28,333,28
29580,207,446,446
29582,605,134,134
29583,61,114,61
29584,533,698,698
29585,226,69,226
29586,457,512,512
29588,235,399,235
29590,146,515,146
29591,655,373,655
29593,450,56,56
29594,109,668,668
29595,464,669,669
29596,142,398,142
29597,136,306,136
29598,200,539,539
29600,709,220,709
29601,546,519,546
29602,335,385,385
29603,579,339,339
29606,346,97,97
29607,450,39,450
29608,98,164,164
29609,604,577,604
29611,92,84,84
29612,89,405,405
29613,233,31,31
29614,474,276,474
29616,693,309,309
29618,322,112,112
29619,142,565,565
29620,603,484,484
29621,391,197,391
29622,621,477,621
29623,305,18,305
29624,97,419,419
29625,672,52,52
29626,651,406,651
29628,418,717,717
29630,318,518,318
29631,675,198,198
29633,416,213,416
29634,148,76,148
29636,345,222,222
29637,119,128,128
29638,107,533,107
29639,194,147,147
29640,193,676,676
29641,416,10,10
29644,626,8,8
29645,639,483,639
29646,332,669,332
29647,224,411,224
29648,543,193,193
29649,133,285,133
29650,362,364,362
29651,626,325,325
29653,407,387,407
29656,15,34,34
29657,716,647,647
29658,188,585,188
29660,126,702,702
29661,383,291,291
29662,706,131,706
29663,178,477,178
29664,259,126,126
29665,274,245,245
29666,67,689,689
29667,244,235,244
29668,257,253,253
29669,510,234,510
29670,371,385,385
29671,259,374,259
29672,200,344,200
29673,296,454,454
29675,118,620,620
29676,263,524,524
29677,9,146,146
29679,665,154,154
29680,507,559,507
29681,683,337,337
29682,283,18,18
29683,164,301,301
29684,176,276,276
29685,246,307,307
29686,188,702,702
29687,324,639,639
29688,657,602,657
29689,585,223,585
29690,423,714,714
29691,690,328,328
29692,596,603,596
29693,671,455,671
29694,69,171,171
29695,583,45,583
29697,181,191,181
29698,264,376,264
29699,48,717,717
29700,440,317,317
29701,243,319,243
29702,383,683,383
29703,554,608,608
29705,570,58,570
29706,572,191,572
29707,453,567,567
29708,202,32,32
29709,187,201,187
29710,457,105,457
29712,202,551,551
29713,578,701,701
29714,173,344,344
29715,339,539,539
29716,247,412,247
29717,162,659,162
29719,35,22,22
29721,681,189,681
29722,543,692,543
29723,211,46,211
29724,441,119,441
29725,241,683,241
29726,704,362,362
29727,426,48,426
29728,135,499,135
29729,331,31,31
29730,242,1,242
29731,16,240,240
29732,5,416,5
29733,609,460,609
29735,521,360,521
29736,315,490,490
29737,557,200,200
29738,569,331,569
29739,558,637,558
29740,666,397,666
29741,628,419,419
29742,300,658,658
29743,599,633,633
29744,463,429,429
29745,142,449,142
29746,379,341,379
29747,614,3,3
29748,171,594,171
29749,353,453,453
29750,456,671,671
29751,366,580,580
29752,213,176,176
29753,605,345,605
29755,410,264,264
29756,539,407,407
29757,564,264,264
29758,635,340,635
29759,370,582,370
29760,318,287,318
29762,209,301,301
29763,31,454,454
29767,630,84,630
29768,364,571,571
29769,159,167,159
29770,608,704,608
29772,629,89,629
29773,404,305,404
29774,300,478,478
29775,686,20,20
29776,618,47,618
29777,337,527,527
29778,488,45,488
29779,697,207,207
29780,654,550,550
29781,471,170,170
29782,347,285,347
29783,587,399,587
29784,385,38,38
29785,683,322,322
29786,445,705,445
29788,216,14,216
29789,655,321,321
29791,93,130,93
29792,693,361,693
29793,421,88,88
29794,380,149,380
29797,285,93,93
29798,416,551,551
29799,579,164,164
29801,511,513,513
29804,204,292,292
29805,500,261,500
29806,147,528,528
29807,581,621,581
29808,645,450,645
29809,232,247,247
29810,193,637,637
29811,407,462,462
29812,681,271,681
29813,31,67,31
29814,349,227,349
29815,117,121,121
29816,428,210,428
29818,454,539,539
29820,615,202,615
29821,141,579,141
29822,63,291,291
29823,131,210,131
29824,507,608,608
29825,90,669,669
29826,200,246,200
29827,417,122,417
29829,657,537,657
29830,406,710,406
29831,313,103,313
29832,692,34,34
29833,704,31,31
29834,30,151,151
29835,443,281,281
29837,154,59,59
29838,529,189,189
29839,8,506,8
29840,674,557,557
29841,595,697,697
29842,197,521,521
29843,382,196,196
29844,632,519,632
29846,246,623,623
29847,288,392,392
29848,356,355,355
29849,248,264,264
29851,463,307,307
29852,207,246,207
29853,119,298,119
29854,419,637,419
29855,524,666,524
29857,664,390,390
29858,627,414,414
29859,424,570,424
29860,494,7,494
29861,336,212,212
29862,95,88,95
29863,315,308,308
29864,399,331,331
29866,595,405,405
29867,680,603,603
29868,288,617,617
29870,224,298,224
29871,70,10,70
29872,7,148,148
29876,404,651,404
29877,198,370,370
29879,692,490,490
29880,285,212,212
29881,417,453,417
29882,291,525,525
29885,306,349,306
29888,568,29,568
29889,331,223,223
29890,1,625,625
29891,188,89,89
29892,417,661,417
29893,202,694,694
29894,327,272,272
29895,535,105,535
29896,102,613,613
29897,162,524,162
29898,109,255,255
29899,373,277,277
29900,589,562,589
29901,213,594,594
29902,499,91,91
29903,243,466,243
29904,56,517,56
29905,112,519,519
29906,713,412,412
29908,200,568,200
29909,292,158,158
29910,248,425,425
29913,394,173,394
29914,271,405,405
29915,385,193,385
29916,201,625,625
29917,330,422,330
29918,469,389,469
29919,140,450,140
29920,464,424,464
29922,380,244,380
29923,291,259,291
29925,136,471,471
29926,330,434,330
29927,537,359,359
29928,125,261,125
29929,576,326,326
29930,629,488,629
29931,213,6,6
29932,611,548,611
29933,56,198,198
29934,245,179,245
29935,400,500,400
29936,235,404,235
29937,253,300,253
29938,494,219,494
29939,620,70,620
29941,537,308,308
29942,652,498,652
29943,77,468,77
29944,66,308,308
29945,645,581,645
29946,72,51,51
29947,248,572,572
29948,605,49,49
29949,386,579,386
29950,717,102,717
29951,322,353,353
29952,24,521,521
29953,709,127,127
29954,563,405,405
29955,143,22,143
29956,354,401,354
29959,262,129,262
29960,95,206,95
29961,16,400,400
29962,507,277,277
29963,373,580,373
29964,106,119,106
29965,436,373,373
29966,503,403,503
29967,629,415,415
29968,209,571,571
29969,421,607,421
29970,256,587,587
29971,292,290,290
29972,312,319,319
29973,537,682,537
29975,425,504,504
29977,249,497,497
29978,537,277,277
29979,276,630,276
29980,70,270,70
29981,677,646,646
29982,189,368,189
29983,635,135,135
29984,31,319,319
29985,255,274,274
29986,482,504,482
29988,65,69,65
29989,366,410,366
29990,279,253,253
29991,56,39,56
29992,414,712,414
29993,513,670,513
29994,243,532,243
29995,609,26,26
29997,452,137,452
29998,155,63,63
29999,202,687,687
30000,93,53,53
30001,634,208,634
30002,228,85,85
30003,703,139,139
30004,659,254,254
30005,689,427,427
30006,334,393,334
30007,179,147,147
30009,259,502,502
30012,448,365,448
30013,498,273,498
30014,98,720,720
30015,374,75,75
30017,553,489,553
30018,667,690,667
30019,349,221,221
30020,384,72,384
30021,429,328,328
30022,155,434,434
30023,43,292,292
30025,288,544,288
30027,245,252,245
30028,627,134,134
30029,57,570,57
30030,257,396,257
30031,343,180,343
30032,143,379,379
30033,276,245,245
30034,461,79,461
30035,411,153,153
30036,255,222,255
30037,347,565,565
30038,394,578,394
30039,32,641,641
30042,391,433,391
30045,238,86,238
30046,295,18,18
30048,272,668,668
30049,393,314,314
30050,22,487,487
30051,639,99,639
30052,154,266,154
30053,635,628,635
30054,76,448,448
30055,112,608,112
30057,144,594,144
30058,596,235,596
30059,280,278,278
30060,454,62,454
30061,289,385,385
30062,409,507,507
30064,39,100,39
30065,467,176,467
30066,444,280,444
30067,195,360,195
30068,69,401,69
30069,615,354,615
30070,179,46,179
30071,241,505,241
30072,256,275,275
30073,507,304,507
30074,19,644,644
30075,376,575,376
30076,141,606,141
30077,339,125,125
30078,710,164,164
30079,535,460,535
30080,617,307,617
30081,346,532,346
30082,488,312,312
30083,373,339,373
30084,522,166,166
30085,687,109,687
30086,3,78,78
30087,138,531,531
30088,646,667,646
30090,695,604,695
30091,268,245,245
30093,143,414,414
30095,338,328,328
30096,446,449,446
30097,170,44,170
30098,432,653,432
30099,182,472,472
30100,536,298,536
30101,702,474,702
30102,437,432,432
30103,416,491,491
30104,639,380,380
30105,129,202,202
30107,339,51,51
30108,626,322,626
30109,252,153,252
30110,9,402,9
30111,197,119,119
30112,605,490,490
30113,135,512,135
30114,286,527,527
30115,271,332,332
30117,512,211,512
30119,34,210,34
30120,694,353,694
30121,29,203,203
30122,531,317,317
30123,532,244,244
30124,67,237,237
30125,406,98,406
30126,210,180,180
30127,336,295,295
30128,204,514,514
30130,162,561,561
30132,283,340,283
30133,287,197,197
30134,112,29,29
30135,114,637,637
30136,220,486,486
30137,157,502,157
30138,567,344,567
30139,384,658,658
30140,501,523,523
30143,47,651,651
30144,363,249,249
30145,212,646,646
30146,264,245,264
30147,622,463,463
30149,115,323,115
30150,640,529,640
30151,718,193,193
30152,152,663,663
30153,570,343,570
30154,53,616,53
30155,715,268,715
30157,528,443,528
30160,460,574,460
30162,426,145,145
30163,697,141,141
30165,340,65,65
30166,260,170,170
30168,164,270,164
30169,236,482,482
30170,151,578,151
30171,653,39,653
30172,200,307,200
30173,575,181,181
30174,281,134,134
30175,318,125,125
30178,38,181,38
30179,602,674,602
30180,153,374,153
30181,353,368,368
30182,664,633,633
30184,438,619,619
30185,586,635,635
30186,600,691,600
30187,284,411,284
30188,230,186,230
30189,192,568,568
30190,231,268,231
30191,374,113,374
30193,525,78,525
30196,294,414,414
30197,398,621,398
30198,608,703,608
30199,614,416,614
30200,215,634,215
30201,652,675,652
30202,692,83,83
30203,715,599,715
30204,444,561,561
30205,514,429,429
30206,102,657,657
30207,627,342,627
30208,475,325,475
30209,422,289,289
30210,205,419,419
30211,504,632,632
30212,201,167,201
30213,433,385,385
30214,664,245,245
30215,244,228,244
30216,289,36,289
30217,278,381,381
30218,47,652,652
30220,20,694,20
30221,118,1,118
30222,641,594,641
30223,605,275,275
30224,122,357,122
30225,667,203,203
30226,381,412,381
30227,503,580,503
30228,293,77,77
30231,114,569,569
30232,388,627,627
30233,160,409,160
30234,516,656,516
30235,498,623,623
30236,715,218,715
30239,339,557,339
30240,222,192,222
30241,329,356,329
30242,120,667,120
30243,609,294,294
30244,289,287,289
30245,573,501,573
30247,573,630,573
30249,401,538,538
30250,214,240,214
30251,526,133,526
30252,15,522,522
30253,69,557,557
30254,189,432,432
30256,184,14,184
30258,572,441,441
30259,262,266,262
30260,14,267,267
30262,388,646,646
30263,591,388,388
30264,293,224,224
30265,502,118,118
30266,719,665,719
30267,247,106,106
30268,51,433,51
30269,703,444,444
30271,526,507,526
30272,696,414,414
30273,659,29,659
30274,231,451,451
30275,201,408,408
30276,28,213,28
30277,124,578,124
30278,358,265,358
30279,535,341,535
30280,660,649,649
30281,39,664,664
30282,705,618,705
30283,260,244,244
30285,604,595,595
30286,197,50,50
30287,292,377,377
30288,268,337,337
30291,640,156,640
30292,308,134,308
30293,663,538,663
30294,325,663,663
30296,231,147,147
30298,242,377,242
30299,83,621,83
30300,447,397,397
30301,180,654,654
30303,245,287,245
30304,448,721,448
30305,355,42,42
30306,94,710,94
30308,59,85,85
30309,349,570,349
30310,31,610,31
30312,84,608,608
30313,239,309,239
30314,513,449,513
30315,468,665,468
30316,222,22,22
30317,136,501,136
30318,606,8,8
30319,510,19,510
30320,195,469,469
30322,480,243,243
30323,74,584,584
30324,651,146,146
30325,345,472,472
30326,569,190,190
30327,188,202,188
30328,250,299,250
30329,393,84,84
30331,483,170,483
30333,118,284,118
30334,708,196,196
30335,307,271,307
30336,70,44,70
30337,682,108,108
30338,458,636,636
30340,480,194,480
30342,8,514,514
30343,401,136,136
30344,601,427,601
30345,39,624,624
30346,180,583,583
30347,65,477,477
30348,675,599,675
30349,611,161,611
30350,715,411,411
30351,259,644,259
30353,421,492,492
30354,44,475,475
30355,708,299,708
30356,706,464,706
30357,423,238,423
30359,86,48,48
30360,680,302,302
30361,208,703,208
30362,222,700,700
30363,271,560,560
30364,322,160,160
30365,64,456,64
30366,226,501,226
30367,23,547,547
30369,414,585,585
30371,579,74,579
30372,607,371,371
30373,720,519,720
30374,629,61,61
30375,584,275,275
30376,151,495,151
30378,409,560,560
30380,517,403,403
30381,259,598,259
30382,354,610,354
30383,671,134,671
30384,470,528,528
30385,450,335,335
30387,698,165,165
30388,539,633,539
30389,128,642,642
30391,664,365,365
30392,235,209,209
30393,121,20,121
30395,557,169,169
30396,438,159,159
30397,314,102,314
30398,52,590,590
30399,340,33,33
30401,158,97,97
30402,7,83,83
30403,61,258,61
30404,29,698,698
30405,551,540,551
30406,581,612,581
30409,354,705,354
30411,562,30,30
30412,524,269,524
30413,662,110,662
30415,483,403,483
30416,603,309,309
30417,187,475,475
30418,288,237,288
30419,553,311,311
30420,261,92,261
30421,58,459,58
30422,679,661,661
30423,240,261,240
30424,548,127,127
30426,523,89,523
30427,183,105,105
30428,109,591,109
30429,359,148,359
30430,81,437,81
30431,338,16,338
30432,580,685,685
30433,413,719,719
30435,717,485,717
30436,685,505,505
30437,203,165,203
