Stats	Level	HP	Attack	Defense	Sp. Attack	Sp. Defense	Speed
Max StatsHindering Nature	Lv. 100	240 - 334	148 - 233	121 - 206	67 - 152	121 - 206	112 - 197
Max StatsHindering Nature	Lv. 100	280 - 374	202 - 287	166 - 251	85 - 170	166 - 251	148 - 233
Max StatsHindering Nature	Lv. 100	192 - 286	94 - 179	71 - 155	94 - 179	71 - 155	123 - 207
Max StatsHindering Nature	Lv. 100	238 - 332	162 - 247	94 - 179	162 - 247	94 - 179	195 - 279
Max StatsHindering Nature	Lv. 100	210 - 304	99 - 184	90 - 175	99 - 184	90 - 175	119 - 204
Max StatsHindering Nature	Lv. 100	260 - 354	180 - 265	117 - 202	180 - 265	117 - 202	186 - 270
Max StatsHindering Nature	Lv. 100	210 - 304	99 - 184	90 - 175	99 - 184	90 - 175	119 - 204
Max StatsHindering Nature	Lv. 100	260 - 354	180 - 265	117 - 202	180 - 265	117 - 202	186 - 270
Max StatsHindering Nature	Lv. 100	210 - 304	99 - 184	90 - 175	99 - 184	90 - 175	119 - 204
Max StatsHindering Nature	Lv. 100	260 - 354	180 - 265	117 - 202	180 - 265	117 - 202	186 - 270
Max StatsHindering Nature	Lv. 100	262 - 356	49 - 134	85 - 170	125 - 209	103 - 188	47 - 132
Max StatsHindering Nature	Lv. 100	342 - 436	103 - 188	157 - 242	197 - 281	175 - 260	56 - 141
Max StatsHindering Nature	Lv. 100	210 - 304	103 - 188	94 - 179	69 - 153	58 - 143	81 - 166
Max StatsHindering Nature	Lv. 100	234 - 328	143 - 227	116 - 200	94 - 179	80 - 164	121 - 206
Max StatsHindering Nature	Lv. 100	270 - 364	211 - 296	148 - 233	121 - 206	103 - 188	171 - 256
Max StatsHindering Nature	Lv. 100	200 - 294	112 - 197	62 - 146	94 - 179	62 - 146	141 - 225
Max StatsHindering Nature	Lv. 100	260 - 354	184 - 269	117 - 202	148 - 233	117 - 202	213 - 297
Max StatsHindering Nature	Lv. 100	220 - 314	139 - 224	157 - 242	49 - 134	49 - 134	31 - 116
Max StatsHindering Nature	Lv. 100	250 - 344	193 - 278	193 - 278	94 - 179	76 - 161	40 - 125
Max StatsHindering Nature	Lv. 100	280 - 374	247 - 332	238 - 323	112 - 197	148 - 233	49 - 134
Max StatsHindering Nature	Lv. 100	240 - 334	85 - 170	81 - 166	103 - 188	81 - 166	134 - 218
Max StatsHindering Nature	Lv. 100	244 - 338	107 - 191	103 - 188	143 - 227	103 - 188	209 - 294
Max StatsHindering Nature	Lv. 100	230 - 324	157 - 242	76 - 161	58 - 143	85 - 170	126 - 211
Max StatsHindering Nature	Lv. 100	330 - 424	247 - 332	112 - 197	94 - 179	121 - 206	162 - 247
Max StatsHindering Nature	Lv. 100	316 - 410	112 - 197	159 - 243	112 - 197	159 - 243	94 - 179
Max StatsHindering Nature	Lv. 100	260 - 354	148 - 233	103 - 188	49 - 134	67 - 152	67 - 152
Max StatsHindering Nature	Lv. 100	280 - 374	193 - 278	157 - 242	76 - 161	94 - 179	76 - 161
Max StatsHindering Nature	Lv. 100	320 - 414	256 - 341	175 - 260	103 - 188	121 - 206	85 - 170
Max StatsHindering Nature	Lv. 100	210 - 304	94 - 179	76 - 161	94 - 179	76 - 161	119 - 204
Max StatsHindering Nature	Lv. 100	260 - 354	121 - 206	103 - 188	121 - 206	103 - 188	128 - 213
Max StatsHindering Nature	Lv. 100	320 - 414	175 - 260	139 - 224	157 - 242	139 - 224	137 - 222
Max StatsHindering Nature	Lv. 100	350 - 444	184 - 269	157 - 242	58 - 143	157 - 242	85 - 170
Max StatsHindering Nature	Lv. 100	260 - 354	229 - 314	139 - 224	58 - 143	139 - 224	157 - 242
Max StatsHindering Nature	Lv. 100	200 - 294	99 - 184	130 - 215	76 - 161	112 - 197	80 - 164
Max StatsHindering Nature	Lv. 100	220 - 314	117 - 202	166 - 251	94 - 179	148 - 233	80 - 164
Max StatsHindering Nature	Lv. 100	260 - 354	189 - 274	148 - 233	130 - 215	148 - 233	170 - 254
Max StatsHindering Nature	Lv. 100	170 - 264	85 - 170	110 - 195	58 - 143	74 - 159	107 - 191
Max StatsHindering Nature	Lv. 100	190 - 284	103 - 188	182 - 267	76 - 161	146 - 231	89 - 173
Max StatsHindering Nature	Lv. 100	230 - 324	184 - 269	164 - 249	103 - 188	128 - 213	206 - 290
Max StatsHindering Nature	Lv. 100	190 - 284	53 - 137	112 - 197	71 - 155	94 - 179	123 - 207
Max StatsHindering Nature	Lv. 100	230 - 324	125 - 209	157 - 242	143 - 227	139 - 224	213 - 297
Max StatsHindering Nature	Lv. 100	200 - 294	67 - 152	94 - 179	130 - 215	94 - 179	58 - 143
Max StatsHindering Nature	Lv. 100	250 - 344	112 - 197	139 - 224	202 - 287	139 - 224	166 - 251
Max StatsHindering Nature	Lv. 100	250 - 344	170 - 254	121 - 206	148 - 233	103 - 188	180 - 265
Max StatsHindering Nature	Lv. 100	210 - 304	134 - 218	67 - 152	67 - 152	67 - 152	121 - 206
Max StatsHindering Nature	Lv. 100	230 - 324	152 - 236	85 - 170	85 - 170	85 - 170	137 - 222
Max StatsHindering Nature	Lv. 100	300 - 394	215 - 299	148 - 233	121 - 206	130 - 215	170 - 254
Max StatsHindering Nature	Lv. 100	250 - 344	166 - 251	85 - 170	31 - 116	85 - 170	94 - 179
Max StatsHindering Nature	Lv. 100	320 - 414	256 - 341	103 - 188	58 - 143	103 - 188	175 - 260
Max StatsHindering Nature	Lv. 100	260 - 354	159 - 243	125 - 209	195 - 279	125 - 209	112 - 197
Max StatsHindering Nature	Lv. 100	210 - 304	121 - 206	157 - 242	67 - 152	67 - 152	103 - 188
Max StatsHindering Nature	Lv. 100	250 - 344	193 - 278	229 - 314	121 - 206	139 - 224	85 - 170
Max StatsHindering Nature	Lv. 100	210 - 304	139 - 224	130 - 215	67 - 152	130 - 215	90 - 175
Max StatsHindering Nature	Lv. 100	240 - 334	166 - 251	211 - 296	85 - 170	211 - 296	108 - 193
Max StatsHindering Nature	Lv. 100	254 - 348	108 - 193	148 - 233	189 - 274	148 - 233	179 - 263
Max StatsHindering Nature	Lv. 100	186 - 280	58 - 143	157 - 242	103 - 188	121 - 206	58 - 143
Max StatsHindering Nature	Lv. 100	226 - 320	94 - 179	265 - 350	175 - 260	193 - 278	58 - 143
Max StatsHindering Nature	Lv. 100	218 - 312	144 - 229	189 - 274	99 - 184	85 - 170	44 - 128
Max StatsHindering Nature	Lv. 100	258 - 352	198 - 283	243 - 328	153 - 238	121 - 206	62 - 146
Max StatsHindering Nature	Lv. 100	220 - 314	206 - 290	85 - 170	137 - 222	85 - 170	130 - 215
Max StatsHindering Nature	Lv. 100	260 - 354	256 - 341	121 - 206	206 - 290	121 - 206	202 - 287
Max StatsHindering Nature	Lv. 100	210 - 304	94 - 179	116 - 200	76 - 161	116 - 200	121 - 206
Max StatsHindering Nature	Lv. 100	270 - 364	175 - 260	152 - 236	112 - 197	152 - 236	139 - 224
Max StatsHindering Nature	Lv. 100	190 - 284	121 - 206	76 - 161	148 - 233	76 - 161	121 - 206
Max StatsHindering Nature	Lv. 100	230 - 324	193 - 278	112 - 197	220 - 305	112 - 197	193 - 278
Max StatsHindering Nature	Lv. 100	220 - 314	94 - 179	76 - 161	76 - 161	76 - 161	139 - 224
Max StatsHindering Nature	Lv. 100	260 - 354	175 - 260	112 - 197	121 - 206	112 - 197	211 - 296
Max StatsHindering Nature	Lv. 100	200 - 294	58 - 143	94 - 179	103 - 188	121 - 206	85 - 170
Max StatsHindering Nature	Lv. 100	230 - 324	85 - 170	130 - 215	139 - 224	157 - 242	103 - 188
Max StatsHindering Nature	Lv. 100	250 - 344	103 - 188	175 - 260	175 - 260	202 - 287	121 - 206
Max StatsHindering Nature	Lv. 100	200 - 294	58 - 143	76 - 161	193 - 278	94 - 179	40 - 125
Max StatsHindering Nature	Lv. 100	240 - 334	76 - 161	94 - 179	229 - 314	112 - 197	58 - 143
Max StatsHindering Nature	Lv. 100	330 - 424	121 - 206	139 - 224	229 - 314	157 - 242	58 - 143
Max StatsHindering Nature	Lv. 100	234 - 328	83 - 168	94 - 179	83 - 168	94 - 179	103 - 188
Max StatsHindering Nature	Lv. 100	260 - 354	161 - 245	117 - 202	161 - 245	117 - 202	180 - 265
Max StatsHindering Nature	Lv. 100	182 - 276	94 - 179	94 - 179	121 - 206	112 - 197	83 - 168
Max StatsHindering Nature	Lv. 100	212 - 306	121 - 206	121 - 206	148 - 233	139 - 224	110 - 195
Max StatsHindering Nature	Lv. 100	252 - 346	175 - 260	157 - 242	202 - 287	175 - 260	146 - 231
Max StatsHindering Nature	Lv. 100	230 - 324	112 - 197	94 - 179	76 - 161	94 - 179	139 - 224
Max StatsHindering Nature	Lv. 100	270 - 364	184 - 269	130 - 215	112 - 197	130 - 215	175 - 260
Max StatsHindering Nature	Lv. 100	220 - 314	139 - 224	112 - 197	139 - 224	112 - 197	189 - 274
Max StatsHindering Nature	Lv. 100	210 - 304	139 - 224	85 - 170	76 - 161	85 - 170	112 - 197
Max StatsHindering Nature	Lv. 100	250 - 344	247 - 332	193 - 278	112 - 197	193 - 278	40 - 125
Max StatsHindering Nature	Lv. 100	248 - 342	103 - 188	85 - 170	103 - 188	103 - 188	31 - 116
Max StatsHindering Nature	Lv. 100	338 - 432	157 - 242	130 - 215	157 - 242	148 - 233	58 - 143
Max StatsHindering Nature	Lv. 100	220 - 314	76 - 161	94 - 179	121 - 206	157 - 242	76 - 161
Max StatsHindering Nature	Lv. 100	310 - 404	112 - 197	130 - 215	157 - 242	193 - 278	112 - 197
Max StatsHindering Nature	Lv. 100	440 - 534	139 - 224	148 - 233	76 - 161	85 - 170	121 - 206
Max StatsHindering Nature	Lv. 100	210 - 304	89 - 173	94 - 179	107 - 191	94 - 179	121 - 206
Max StatsHindering Nature	Lv. 100	250 - 344	143 - 227	112 - 197	179 - 263	112 - 197	198 - 283
Max StatsHindering Nature	Lv. 100	198 - 292	94 - 179	168 - 252	47 - 132	159 - 243	22 - 107
Max StatsHindering Nature	Lv. 100	258 - 352	173 - 258	240 - 324	101 - 186	213 - 297	40 - 125
Max StatsHindering Nature	Lv. 100	190 - 284	103 - 188	130 - 215	85 - 170	112 - 197	58 - 143
Max StatsHindering Nature	Lv. 100	230 - 324	148 - 233	175 - 260	130 - 215	157 - 242	94 - 179
Max StatsHindering Nature	Lv. 100	230 - 324	184 - 269	211 - 296	130 - 215	157 - 242	166 - 251
Max StatsHindering Nature	Lv. 100	180 - 274	103 - 188	76 - 161	85 - 170	76 - 161	112 - 197
Max StatsHindering Nature	Lv. 100	240 - 334	157 - 242	130 - 215	139 - 224	130 - 215	76 - 161
Max StatsHindering Nature	Lv. 100	280 - 374	211 - 296	148 - 233	193 - 278	148 - 233	94 - 179
Max StatsHindering Nature	Lv. 100	220 - 314	103 - 188	103 - 188	157 - 242	103 - 188	58 - 143
Max StatsHindering Nature	Lv. 100	260 - 354	139 - 224	139 - 224	229 - 314	175 - 260	76 - 161
Max StatsHindering Nature	Lv. 100	210 - 304	58 - 143	103 - 188	121 - 206	103 - 188	40 - 125
Max StatsHindering Nature	Lv. 100	230 - 324	76 - 161	112 - 197	175 - 260	112 - 197	103 - 188
Max StatsHindering Nature	Lv. 100	230 - 324	103 - 188	166 - 251	265 - 350	166 - 251	148 - 233
Max StatsHindering Nature	Lv. 100	202 - 296	161 - 245	112 - 197	58 - 143	76 - 161	107 - 191
Max StatsHindering Nature	Lv. 100	242 - 336	215 - 299	130 - 215	76 - 161	94 - 179	125 - 209
Max StatsHindering Nature	Lv. 100	262 - 356	269 - 353	166 - 251	112 - 197	130 - 215	179 - 263
Max StatsHindering Nature	Lv. 100	220 - 314	130 - 215	76 - 161	112 - 197	76 - 161	76 - 161
Max StatsHindering Nature	Lv. 100	300 - 394	238 - 323	148 - 233	130 - 215	148 - 233	94 - 179
Max StatsHindering Nature	Lv. 100	270 - 364	94 - 179	94 - 179	175 - 260	247 - 332	193 - 278
Max StatsHindering Nature	Lv. 100	210 - 304	76 - 161	157 - 242	76 - 161	121 - 206	49 - 134
Max StatsHindering Nature	Lv. 100	270 - 364	130 - 215	76 - 161	184 - 269	112 - 197	265 - 350
Max StatsHindering Nature	Lv. 100	328 - 422	123 - 207	155 - 240	150 - 234	182 - 267	62 - 146
Max StatsHindering Nature	Lv. 100	200 - 294	157 - 242	94 - 179	103 - 188	94 - 179	121 - 206
Max StatsHindering Nature	Lv. 100	240 - 334	229 - 314	112 - 197	175 - 260	112 - 197	193 - 278
Max StatsHindering Nature	Lv. 100	264 - 358	220 - 305	166 - 251	112 - 197	166 - 251	90 - 175
Max StatsHindering Nature	Lv. 100	228 - 322	137 - 222	94 - 179	67 - 152	94 - 179	67 - 152
Max StatsHindering Nature	Lv. 100	288 - 382	227 - 312	148 - 233	103 - 188	148 - 233	103 - 188
Max StatsHindering Nature	Lv. 100	200 - 294	157 - 242	130 - 215	76 - 161	76 - 161	112 - 197
Max StatsHindering Nature	Lv. 100	240 - 334	229 - 314	184 - 269	112 - 197	130 - 215	130 - 215
Max StatsHindering Nature	Lv. 100	300 - 394	202 - 287	175 - 260	76 - 161	175 - 260	103 - 188
Max StatsHindering Nature	Lv. 100	250 - 344	153 - 238	94 - 179	71 - 155	94 - 179	112 - 197
Max StatsHindering Nature	Lv. 100	310 - 404	225 - 310	139 - 224	107 - 191	139 - 224	148 - 233
Max StatsHindering Nature	Lv. 100	250 - 344	103 - 188	139 - 224	85 - 170	121 - 206	112 - 197
Max StatsHindering Nature	Lv. 100	330 - 424	121 - 206	193 - 278	103 - 188	175 - 260	148 - 233
Max StatsHindering Nature	Lv. 100	280 - 374	179 - 263	123 - 207	193 - 278	123 - 207	121 - 206
Max StatsHindering Nature	Lv. 100	226 - 320	200 - 285	206 - 290	90 - 175	90 - 175	200 - 285
Max StatsHindering Nature	Lv. 100	214 - 308	121 - 206	94 - 179	85 - 170	94 - 179	72 - 157
Max StatsHindering Nature	Lv. 100	254 - 348	157 - 242	130 - 215	121 - 206	130 - 215	108 - 193
Max StatsHindering Nature	Lv. 100	294 - 388	193 - 278	166 - 251	229 - 314	166 - 251	180 - 265
Max StatsHindering Nature	Lv. 100	220 - 314	157 - 242	103 - 188	94 - 179	103 - 188	112 - 197
Max StatsHindering Nature	Lv. 100	280 - 374	112 - 197	121 - 206	247 - 332	193 - 278	184 - 269
Max StatsHindering Nature	Lv. 100	292 - 386	166 - 251	236 - 321	166 - 251	134 - 218	198 - 283
Max StatsHindering Nature	Lv. 100	292 - 386	236 - 321	166 - 251	134 - 218	166 - 251	198 - 283
Max StatsHindering Nature	Lv. 100	292 - 386	166 - 251	134 - 218	166 - 251	236 - 321	198 - 283
Max StatsHindering Nature	Lv. 100	268 - 362	211 - 296	130 - 215	229 - 314	148 - 233	204 - 288
Max StatsHindering Nature	Lv. 100	268 - 362	211 - 296	130 - 215	229 - 314	148 - 233	204 - 288
Max StatsHindering Nature	Lv. 100	310 - 404	220 - 305	184 - 269	274 - 359	220 - 305	166 - 251
Max StatsHindering Nature	Lv. 100	310 - 404	274 - 359	220 - 305	220 - 305	184 - 269	166 - 251
Max StatsHindering Nature	Lv. 100	288 - 382	229 - 314	166 - 251	211 - 296	148 - 233	186 - 270
Max StatsHindering Nature	Lv. 100	360 - 454	238 - 323	166 - 251	238 - 323	166 - 251	175 - 260
Max StatsHindering Nature	Lv. 100	292 - 386	134 - 218	166 - 251	236 - 321	166 - 251	198 - 283
Max StatsHindering Nature	Lv. 100	310 - 404	143 - 227	143 - 227	234 - 319	234 - 319	166 - 251
Max StatsHindering Nature	Lv. 100	252 - 346	220 - 305	175 - 260	220 - 305	175 - 260	182 - 267
Max StatsHindering Nature	Lv. 100	222 - 316	114 - 198	121 - 206	90 - 175	85 - 170	72 - 157
Max StatsHindering Nature	Lv. 100	232 - 326	144 - 229	175 - 260	105 - 189	108 - 193	107 - 191
Max StatsHindering Nature	Lv. 100	286 - 380	197 - 281	224 - 308	137 - 222	139 - 224	119 - 204
Max StatsHindering Nature	Lv. 100	190 - 284	85 - 170	76 - 161	116 - 200	112 - 197	112 - 197
Max StatsHindering Nature	Lv. 100	228 - 322	110 - 195	108 - 193	166 - 251	130 - 215	135 - 220
Max StatsHindering Nature	Lv. 100	260 - 354	128 - 213	134 - 218	209 - 294	184 - 269	191 - 276
Max StatsHindering Nature	Lv. 100	192 - 286	105 - 189	76 - 161	116 - 200	83 - 168	132 - 216
Max StatsHindering Nature	Lv. 100	218 - 312	117 - 202	98 - 182	153 - 238	105 - 189	179 - 263
Max StatsHindering Nature	Lv. 100	254 - 348	175 - 260	125 - 209	189 - 274	132 - 216	224 - 308
Max StatsHindering Nature	Lv. 100	186 - 280	69 - 153	72 - 157	62 - 146	69 - 153	107 - 191
Max StatsHindering Nature	Lv. 100	280 - 374	105 - 189	143 - 227	94 - 179	143 - 227	144 - 229
Max StatsHindering Nature	Lv. 100	200 - 294	94 - 179	81 - 166	76 - 161	72 - 157	116 - 200
Max StatsHindering Nature	Lv. 100	234 - 328	135 - 220	103 - 188	105 - 189	98 - 182	155 - 240
Max StatsHindering Nature	Lv. 100	266 - 360	150 - 234	132 - 216	137 - 222	128 - 213	231 - 315
Max StatsHindering Nature	Lv. 100	186 - 280	67 - 152	76 - 161	53 - 137	49 - 134	67 - 152
Max StatsHindering Nature	Lv. 100	200 - 294	44 - 128	112 - 197	53 - 137	58 - 143	56 - 141
Max StatsHindering Nature	Lv. 100	270 - 364	98 - 182	94 - 179	166 - 251	94 - 179	164 - 249
Max StatsHindering Nature	Lv. 100	234 - 328	94 - 179	108 - 193	135 - 220	101 - 186	134 - 218
Max StatsHindering Nature	Lv. 100	282 - 376	126 - 211	134 - 218	200 - 285	123 - 207	195 - 279
Max StatsHindering Nature	Lv. 100	198 - 292	72 - 157	74 - 159	114 - 198	146 - 231	80 - 164
Max StatsHindering Nature	Lv. 100	218 - 312	85 - 170	89 - 173	139 - 224	180 - 265	98 - 182
Max StatsHindering Nature	Lv. 100	266 - 360	121 - 206	126 - 211	206 - 290	281 - 366	139 - 224
Max StatsHindering Nature	Lv. 100	242 - 336	121 - 206	90 - 175	116 - 200	107 - 191	98 - 182
Max StatsHindering Nature	Lv. 100	356 - 450	184 - 269	116 - 200	179 - 263	150 - 234	126 - 211
Max StatsHindering Nature	Lv. 100	244 - 338	152 - 236	116 - 200	87 - 171	90 - 175	81 - 166
Max StatsHindering Nature	Lv. 100	300 - 394	227 - 312	144 - 229	128 - 213	132 - 216	108 - 193
Max StatsHindering Nature	Lv. 100	260 - 354	148 - 233	112 - 197	121 - 206	166 - 251	188 - 272
Max StatsHindering Nature	Lv. 100	234 - 328	90 - 175	101 - 186	117 - 202	112 - 197	126 - 211
Max StatsHindering Nature	Lv. 100	258 - 352	90 - 175	141 - 225	153 - 238	150 - 234	191 - 276
Max StatsHindering Nature	Lv. 100	200 - 294	148 - 233	184 - 269	67 - 152	71 - 155	54 - 139
Max StatsHindering Nature	Lv. 100	228 - 322	202 - 287	274 - 359	85 - 170	92 - 177	67 - 152
Max StatsHindering Nature	Lv. 100	230 - 324	94 - 179	274 - 359	94 - 179	274 - 359	112 - 197
Max StatsHindering Nature	Lv. 100	266 - 360	98 - 182	112 - 197	117 - 202	121 - 206	45 - 130
Max StatsHindering Nature	Lv. 100	312 - 406	134 - 218	134 - 218	182 - 267	164 - 249	56 - 141
Max StatsHindering Nature	Lv. 100	234 - 328	90 - 175	123 - 207	110 - 195	107 - 191	92 - 177
Max StatsHindering Nature	Lv. 100	274 - 368	148 - 233	159 - 243	157 - 242	139 - 224	134 - 218
Max StatsHindering Nature	Lv. 100	216 - 310	101 - 186	99 - 184	71 - 155	87 - 171	85 - 170
Max StatsHindering Nature	Lv. 100	282 - 376	170 - 254	162 - 247	126 - 211	139 - 224	135 - 220
Max StatsHindering Nature	Lv. 100	194 - 288	98 - 182	125 - 209	74 - 159	105 - 189	94 - 179
Max StatsHindering Nature	Lv. 100	254 - 348	193 - 278	211 - 296	101 - 186	159 - 243	126 - 211
Max StatsHindering Nature	Lv. 100	210 - 304	112 - 197	112 - 197	112 - 197	112 - 197	58 - 143
Max StatsHindering Nature	Lv. 100	240 - 334	139 - 224	166 - 251	179 - 263	225 - 310	83 - 168
Max StatsHindering Nature	Lv. 100	210 - 304	99 - 184	116 - 200	108 - 193	117 - 202	83 - 168
Max StatsHindering Nature	Lv. 100	252 - 346	135 - 220	162 - 247	220 - 305	164 - 249	110 - 195
Max StatsHindering Nature	Lv. 100	198 - 292	72 - 157	63 - 148	114 - 198	81 - 166	130 - 215
Max StatsHindering Nature	Lv. 100	234 - 328	103 - 188	98 - 182	200 - 285	173 - 258	200 - 285
Max StatsHindering Nature	Lv. 100	226 - 320	164 - 249	143 - 227	85 - 170	85 - 170	90 - 175
Max StatsHindering Nature	Lv. 100	274 - 368	222 - 306	218 - 303	128 - 213	110 - 195	132 - 216
Max StatsHindering Nature	Lv. 100	264 - 358	110 - 195	94 - 179	125 - 209	117 - 202	87 - 171
Max StatsHindering Nature	Lv. 100	356 - 450	143 - 227	134 - 218	182 - 267	170 - 254	108 - 193
Max StatsHindering Nature	Lv. 100	300 - 394	121 - 206	121 - 206	202 - 287	238 - 323	112 - 197
Max StatsHindering Nature	Lv. 100	266 - 360	170 - 254	139 - 224	137 - 222	117 - 202	216 - 301
Max StatsHindering Nature	Lv. 100	244 - 338	108 - 193	107 - 191	150 - 234	125 - 209	186 - 270
Max StatsHindering Nature	Lv. 100	210 - 304	94 - 179	274 - 359	94 - 179	274 - 359	94 - 179
Max StatsHindering Nature	Lv. 100	200 - 294	94 - 179	67 - 152	103 - 188	139 - 224	76 - 161
Max StatsHindering Nature	Lv. 100	246 - 340	139 - 224	99 - 184	153 - 238	207 - 292	112 - 197
Max StatsHindering Nature	Lv. 100	290 - 384	184 - 269	130 - 215	202 - 287	274 - 359	148 - 233
Max StatsHindering Nature	Lv. 100	224 - 318	148 - 233	168 - 252	148 - 233	161 - 245	139 - 224
Max StatsHindering Nature	Lv. 100	196 - 290	130 - 215	90 - 175	94 - 179	112 - 197	72 - 157
Max StatsHindering Nature	Lv. 100	280 - 374	202 - 287	141 - 225	121 - 206	152 - 236	105 - 189
Max StatsHindering Nature	Lv. 100	208 - 302	123 - 207	130 - 215	83 - 168	103 - 188	96 - 180
Max StatsHindering Nature	Lv. 100	240 - 334	166 - 251	224 - 308	108 - 193	139 - 224	155 - 240
Max StatsHindering Nature	Lv. 100	220 - 314	128 - 213	157 - 242	62 - 146	67 - 152	54 - 139
Max StatsHindering Nature	Lv. 100	300 - 394	215 - 299	335 - 420	83 - 168	87 - 171	54 - 139
Max StatsHindering Nature	Lv. 100	190 - 284	58 - 143	67 - 152	85 - 170	76 - 161	103 - 188
Max StatsHindering Nature	Lv. 100	280 - 374	130 - 215	148 - 233	179 - 263	148 - 233	225 - 310
Max StatsHindering Nature	Lv. 100	362 - 456	240 - 324	175 - 260	240 - 324	180 - 265	182 - 267
Max StatsHindering Nature	Lv. 100	362 - 456	240 - 324	175 - 260	240 - 324	180 - 265	182 - 267
Max StatsHindering Nature	Lv. 100	326 - 420	184 - 269	222 - 306	150 - 234	175 - 260	175 - 260
Max StatsHindering Nature	Lv. 100	210 - 304	184 - 269	274 - 359	184 - 269	274 - 359	94 - 179
Max StatsHindering Nature	Lv. 100	270 - 364	202 - 287	112 - 197	274 - 359	238 - 323	130 - 215
Max StatsHindering Nature	Lv. 100	270 - 364	202 - 287	220 - 305	238 - 323	166 - 251	130 - 215
Max StatsHindering Nature	Lv. 100	246 - 340	103 - 188	103 - 188	94 - 179	94 - 179	80 - 164
Max StatsHindering Nature	Lv. 100	266 - 360	139 - 224	139 - 224	130 - 215	130 - 215	98 - 182
Max StatsHindering Nature	Lv. 100	266 - 360	197 - 281	139 - 224	184 - 269	184 - 269	130 - 215
Max StatsHindering Nature	Lv. 100	200 - 294	121 - 206	76 - 161	112 - 197	76 - 161	130 - 215
Max StatsHindering Nature	Lv. 100	240 - 334	157 - 242	94 - 179	148 - 233	94 - 179	166 - 251
Max StatsHindering Nature	Lv. 100	300 - 394	211 - 296	166 - 251	148 - 233	166 - 251	112 - 197
Max StatsHindering Nature	Lv. 100	210 - 304	101 - 186	101 - 186	123 - 207	105 - 189	76 - 161
Max StatsHindering Nature	Lv. 100	230 - 324	128 - 213	128 - 213	168 - 252	150 - 234	94 - 179
Max StatsHindering Nature	Lv. 100	270 - 364	137 - 222	137 - 222	231 - 315	213 - 297	112 - 197
Max StatsHindering Nature	Lv. 100	180 - 274	139 - 224	58 - 143	58 - 143	58 - 143	121 - 206
Max StatsHindering Nature	Lv. 100	220 - 314	157 - 242	94 - 179	76 - 161	94 - 179	139 - 224
Max StatsHindering Nature	Lv. 100	270 - 364	220 - 305	139 - 224	139 - 224	139 - 224	112 - 197
Max StatsHindering Nature	Lv. 100	206 - 300	130 - 215	58 - 143	58 - 143	58 - 143	85 - 170
Max StatsHindering Nature	Lv. 100	286 - 380	202 - 287	112 - 197	103 - 188	112 - 197	85 - 170
Max StatsHindering Nature	Lv. 100	204 - 298	116 - 200	85 - 170	103 - 188	85 - 170	87 - 171
Max StatsHindering Nature	Lv. 100	224 - 318	152 - 236	175 - 260	103 - 188	139 - 224	69 - 153
Max StatsHindering Nature	Lv. 100	264 - 358	130 - 215	166 - 251	265 - 350	139 - 224	81 - 166
Max StatsHindering Nature	Lv. 100	204 - 298	152 - 236	107 - 191	80 - 164	89 - 173	117 - 202
Max StatsHindering Nature	Lv. 100	304 - 398	242 - 326	143 - 227	116 - 200	125 - 209	81 - 166
Max StatsHindering Nature	Lv. 100	260 - 354	130 - 215	130 - 215	180 - 265	130 - 215	171 - 256
Max StatsHindering Nature	Lv. 100	190 - 284	85 - 170	76 - 161	103 - 188	76 - 161	155 - 240
Max StatsHindering Nature	Lv. 100	230 - 324	103 - 188	112 - 197	175 - 260	130 - 215	227 - 312
Max StatsHindering Nature	Lv. 100	200 - 294	121 - 206	76 - 161	58 - 143	76 - 161	112 - 197
Max StatsHindering Nature	Lv. 100	260 - 354	211 - 296	121 - 206	103 - 188	121 - 206	206 - 290
Max StatsHindering Nature	Lv. 100	200 - 294	40 - 125	40 - 125	49 - 134	49 - 134	76 - 161
Max StatsHindering Nature	Lv. 100	210 - 304	99 - 184	116 - 200	81 - 166	98 - 182	85 - 170
Max StatsHindering Nature	Lv. 100	210 - 304	117 - 202	278 - 362	99 - 184	260 - 344	67 - 152
Max StatsHindering Nature	Lv. 100	250 - 344	184 - 269	130 - 215	85 - 170	103 - 188	85 - 170
Max StatsHindering Nature	Lv. 100	310 - 404	229 - 314	184 - 269	103 - 188	157 - 242	67 - 152
Max StatsHindering Nature	Lv. 100	186 - 280	76 - 161	98 - 182	76 - 161	134 - 218	53 - 137
Max StatsHindering Nature	Lv. 100	246 - 340	130 - 215	170 - 254	94 - 179	242 - 326	80 - 164
Max StatsHindering Nature	Lv. 100	190 - 284	103 - 188	67 - 152	94 - 179	67 - 152	67 - 152
Max StatsHindering Nature	Lv. 100	250 - 344	193 - 278	166 - 251	148 - 233	166 - 251	85 - 170
Max StatsHindering Nature	Lv. 100	190 - 284	67 - 152	103 - 188	121 - 206	139 - 224	31 - 116
Max StatsHindering Nature	Lv. 100	230 - 324	85 - 170	148 - 233	166 - 251	184 - 269	58 - 143
Max StatsHindering Nature	Lv. 100	206 - 300	83 - 168	76 - 161	132 - 216	76 - 161	143 - 227
Max StatsHindering Nature	Lv. 100	246 - 340	119 - 204	112 - 197	204 - 288	112 - 197	215 - 299
Max StatsHindering Nature	Lv. 100	250 - 344	139 - 224	94 - 179	85 - 170	94 - 179	94 - 179
