,First_pokemon,Second_pokemon,Winner
19984,Amoonguss,Landorus,Landorus
19985,Snubbull,Masquerain,Masquerain
19986,Charmander,Kabutops,Kabutops
19987,Ferroseed,Musharna,Musharna
19988,Lickilicky,Gigalith,Lickilicky
19989,Manaphy,Yanmega,Manaphy
19990,Farfetch'd,Vileplume,Farfetch'd
19991,Bronzor,Shieldon,Shieldon
19992,Delcatty,Espeon,Espeon
19993,Wobbuffet,Furret,Furret
19994,Squirtle,Espurr,Espurr
19995,Beartic,Shinx,Beartic
19996,Wingull,Wobbuffet,Wobbuffet
19997,Kadabra,Ampharos,Kadabra
19998,Politoed,Blastoise,Blastoise
19999,Drifloon,Torterra,Drifloon
20000,Burmy,Yveltal,Yveltal
20001,Lotad,Klefki,Klefki
20002,Darmanitan,Gyarados,Darmanitan
20003,Meganium,Pichu,Meganium
20004,Tyrantrum,Dunsparce,Tyrantrum
20005,Emboar,Fearow,Fearow
20006,Mesprit,Amoonguss,Mesprit
20007,Porygon,Skiddo,Skiddo
20008,Reuniclus,Simipour,Simipour
20009,Blaziken,Karrablast,Blaziken
20010,Machamp,Sharpedo,Sharpedo
20011,Sewaddle,Drifblim,Drifblim
20012,Carbink,Heracross,Heracross
20013,Liepard,Jumpluff,Jumpluff
20014,Landorus,Carbink,Landorus
20015,Duskull,Castform,Castform
20016,Croconaw,Infernape,Infernape
20017,Trubbish,Mothim,Mothim
20018,Sliggoo,Cubone,Sliggoo
20019,Victini,Ludicolo,Victini
20020,Tentacruel,Venomoth,Tentacruel
20021,Heliolisk,Octillery,Heliolisk
20022,Golett,Machop,Machop
20023,Glalie,Slowpoke,Glalie
20024,Tranquill,Garchomp,Tranquill
20025,Dragalge,Beldum,Beldum
20026,Loudred,Seviper,Seviper
20027,Swanna,Pidgeotto,Swanna
20028,Chandelure,Latios,Latios
20029,Unown,Cryogonal,Cryogonal
20030,Whiscash,Durant,Durant
20031,Sawk,Swellow,Swellow
20032,Bayleef,Thundurus,Thundurus
20033,Steelix,Musharna,Steelix
20034,Kricketune,Xerneas,Xerneas
20035,Mienshao,Vulpix,Mienshao
20036,Meowth,Monferno,Meowth
20037,Basculin,Venipede,Basculin
20038,Arceus,Happiny,Arceus
20039,Seedot,Slowking,Slowking
20040,Togekiss,Pelipper,Togekiss
20041,Drifloon,Scolipede,Scolipede
20042,Krabby,Shellos,Krabby
20043,Braixen,Cyndaquil,Braixen
20044,Geodude,Petilil,Petilil
20045,Tornadus,Rhyhorn,Tornadus
20046,Bronzor,Croconaw,Croconaw
20047,Rhyhorn,Elekid,Rhyhorn
20048,Tropius,Sliggoo,Sliggoo
20049,Hitmontop,Nosepass,Hitmontop
20050,Clefairy,Ninetales,Ninetales
20051,Greninja,Aromatisse,Greninja
20052,Raichu,Espeon,Espeon
20053,Amaura,Galvantula,Galvantula
20054,Tangela,Claydol,Claydol
20055,Omanyte,Stunky,Stunky
20056,Heatran,Venipede,Heatran
20057,Rattata,Roggenrola,Roggenrola
20058,Groudon,Meowstic,Meowstic
20059,Chimchar,Skorupi,Skorupi
20060,Finneon,Squirtle,Finneon
20061,Jumpluff,Tangela,Jumpluff
20062,Slowpoke,Mesprit,Mesprit
20063,Druddigon,Latias,Latias
20064,Bellossom,Herdier,Herdier
20065,Yanmega,Diancie,Yanmega
20066,Tentacool,Rayquaza,Rayquaza
20067,Riolu,Cherrim,Cherrim
20068,Seviper,Kingdra,Kingdra
20069,Staraptor,Mienfoo,Staraptor
20070,Munchlax,Entei,Entei
20071,Gligar,Tentacruel,Tentacruel
20072,Starmie,Stunfisk,Starmie
20073,Gallade,Sunflora,Gallade
20074,Poliwhirl,Shedinja,Shedinja
20075,Shellder,Weedle,Weedle
20076,Phione,Yamask,Phione
20077,Skrelp,Volcanion,Volcanion
20078,Cleffa,Charmeleon,Charmeleon
20079,Yanma,Palkia,Palkia
20080,Finneon,Poliwhirl,Poliwhirl
20081,Ludicolo,Diggersby,Diggersby
20082,Fraxure,Bulbasaur,Fraxure
20083,Vibrava,Fletchling,Vibrava
20084,Dunsparce,Heatmor,Heatmor
20085,Munchlax,Latias,Munchlax
20086,Combusken,Ivysaur,Ivysaur
20087,Spearow,Excadrill,Excadrill
20088,Emboar,Chikorita,Emboar
20089,Ledian,Groudon,Groudon
20090,Gyarados,Swirlix,Gyarados
20091,Magmortar,Deino,Magmortar
20092,Zubat,Quilladin,Quilladin
20093,Torchic,Rhyperior,Torchic
20094,Swirlix,Bellsprout,Swirlix
20095,Luvdisc,Charmander,Luvdisc
20096,Duosion,Carbink,Carbink
20097,Onix,Starly,Starly
20098,Flabébé,Plusle,Plusle
20099,Chatot,Parasect,Chatot
20100,Groudon,Sharpedo,Sharpedo
20101,Litwick,Staryu,Staryu
20102,Dustox,Vanillite,Dustox
20103,Gligar,Meowstic,Meowstic
20104,Crobat,Corsola,Crobat
20105,Lilligant,Croagunk,Lilligant
20106,Aggron,Marowak,Aggron
20107,Scatterbug,Floatzel,Floatzel
20108,Combee,Bergmite,Bergmite
20109,Kadabra,Litleo,Kadabra
20110,Dustox,Wailmer,Dustox
20111,Avalugg,Darumaka,Darumaka
20112,Chimecho,Mienfoo,Mienfoo
20113,Omanyte,Kingler,Kingler
20114,Archeops,Snorunt,Archeops
20115,Yveltal,Trevenant,Yveltal
20116,Tyrantrum,Altaria,Altaria
20117,Combee,Pikachu,Pikachu
20118,Kakuna,Staraptor,Staraptor
20119,Parasect,Zangoose,Zangoose
20120,Shiftry,Kingdra,Kingdra
20121,Mamoswine,Tyrantrum,Mamoswine
20122,Makuhita,Pignite,Pignite
20123,Ferrothorn,Cryogonal,Ferrothorn
20124,Gardevoir,Shroomish,Gardevoir
20125,Klang,Noibat,Noibat
20126,Mesprit,Chandelure,Chandelure
20127,Whimsicott,Baltoy,Whimsicott
20128,Pawniard,Buizel,Buizel
20129,Sandslash,Murkrow,Murkrow
20130,Meganium,Cyndaquil,Meganium
20131,Wartortle,Barboach,Barboach
20132,Fletchling,Ponyta,Ponyta
20133,Oddish,Eelektross,Eelektross
20134,Weavile,Darumaka,Weavile
20135,Roselia,Gligar,Gligar
20136,Fraxure,Blitzle,Blitzle
20137,Abomasnow,Shroomish,Abomasnow
20138,Simipour,Skorupi,Simipour
20139,Groudon,Shelmet,Groudon
20140,Pidove,Stantler,Stantler
20141,Clamperl,Spinarak,Clamperl
20142,Magikarp,Corsola,Corsola
20143,Geodude,Loudred,Loudred
20144,Tangela,Gible,Tangela
20145,Weezing,Leafeon,Leafeon
20146,Azumarill,Yamask,Azumarill
20147,Steelix,Basculin,Basculin
20148,Politoed,Uxie,Uxie
20149,Swablu,Klinklang,Klinklang
20150,Bronzor,Haunter,Haunter
20151,Scolipede,Pichu,Scolipede
20152,Swalot,Illumise,Illumise
20153,Cinccino,Durant,Cinccino
20154,Floatzel,Omanyte,Floatzel
20155,Archen,Dugtrio,Dugtrio
20156,Weedle,Goomy,Weedle
20157,Empoleon,Walrein,Walrein
20158,Shiftry,Vulpix,Shiftry
20159,Charmeleon,Whismur,Charmeleon
20160,Gloom,Lucario,Lucario
20161,Sawk,Foongus,Sawk
20162,Chikorita,Quilava,Quilava
20163,Swablu,Swanna,Swanna
20164,Vaporeon,Emboar,Emboar
20165,Baltoy,Cubone,Baltoy
20166,Meowstic,Shroomish,Meowstic
20167,Totodile,Furfrou,Furfrou
20168,Cubone,Phione,Phione
20169,Shieldon,Jigglypuff,Shieldon
20170,Stoutland,Persian,Persian
20171,Camerupt,Sliggoo,Sliggoo
20172,Breloom,Elekid,Elekid
20173,Larvesta,Remoraid,Remoraid
20174,Flygon,Wailord,Flygon
20175,Relicanth,Beartic,Relicanth
20176,Simisage,Ferrothorn,Ferrothorn
20177,Floette,Petilil,Floette
20178,Houndoom,Nidorina,Houndoom
20179,Luvdisc,Seel,Luvdisc
20180,Burmy,Carnivine,Carnivine
20181,Unfezant,Croagunk,Unfezant
20182,Tepig,Crawdaunt,Crawdaunt
20183,Mewtwo,Phantump,Mewtwo
20184,Larvesta,Shinx,Larvesta
20185,Latias,Furfrou,Latias
20186,Cottonee,Torchic,Cottonee
20187,Keldeo,Heatmor,Keldeo
20188,Granbull,Doduo,Doduo
20189,Pupitar,Zorua,Zorua
20190,Cubchoo,Metang,Metang
20191,Spinarak,Sandslash,Sandslash
20192,Bulbasaur,Machamp,Machamp
20193,Larvitar,Cottonee,Cottonee
20194,Panpour,Braviary,Braviary
20195,Houndoom,Trevenant,Houndoom
20196,Duosion,Nidoqueen,Nidoqueen
20197,Claydol,Spewpa,Claydol
20198,Kangaskhan,Natu,Kangaskhan
20199,Nidorino,Tangrowth,Nidorino
20200,Whirlipede,Bunnelby,Bunnelby
20201,Cottonee,Buizel,Buizel
20202,Kingler,Musharna,Kingler
20203,Surskit,Spheal,Surskit
20204,Smoochum,Zangoose,Zangoose
20205,Victini,Mudkip,Victini
20206,Haunter,Weavile,Weavile
20207,Patrat,Snubbull,Patrat
20208,Genesect,Magby,Genesect
20209,Doublade,Boldore,Boldore
20210,Spewpa,Boldore,Boldore
20211,Keldeo,Darmanitan,Keldeo
20212,Grotle,Drifloon,Drifloon
20213,Phantump,Lickitung,Lickitung
20214,Combee,Phanpy,Combee
20215,Koffing,Tangrowth,Tangrowth
20216,Misdreavus,Slurpuff,Misdreavus
20217,Staryu,Jolteon,Jolteon
20218,Torchic,Hitmonlee,Hitmonlee
20219,Pancham,Onix,Pancham
20220,Magnezone,Dragonite,Dragonite
20221,Yanmega,Gabite,Yanmega
20222,Vanilluxe,Doduo,Vanilluxe
20223,Bronzor,Roggenrola,Bronzor
20224,Delcatty,Pidove,Delcatty
20225,Chingling,Karrablast,Karrablast
20226,Timburr,Floette,Floette
20227,Weavile,Shellos,Weavile
20228,Diglett,Mienfoo,Diglett
20229,Altaria,Nidorino,Altaria
20230,Scyther,Slugma,Scyther
20231,Porygon-Z,Slowbro,Porygon-Z
20232,Mareep,Snover,Snover
20233,Combusken,Gallade,Gallade
20234,Shroomish,Golem,Golem
20235,Beedrill,Aipom,Aipom
20236,Alomomola,Kabuto,Alomomola
20237,Kricketune,Petilil,Kricketune
20238,Hawlucha,Archeops,Hawlucha
20239,Sneasel,Tranquill,Sneasel
20240,Shinx,Mew,Mew
20241,Furfrou,Lopunny,Lopunny
20242,Honedge,Lugia,Lugia
20243,Malamar,Tauros,Tauros
20244,Xatu,Basculin,Basculin
20245,Sandile,Seadra,Seadra
20246,Venipede,Quagsire,Quagsire
20247,Toxicroak,Spritzee,Toxicroak
20248,Thundurus,Remoraid,Thundurus
20249,Kingdra,Bouffalant,Kingdra
20250,Vullaby,Piloswine,Vullaby
20251,Plusle,Jirachi,Jirachi
20252,Raticate,Pawniard,Raticate
20253,Swoobat,Throh,Swoobat
20254,Tropius,Larvitar,Tropius
20255,Wailmer,Hitmonchan,Hitmonchan
20256,Patrat,Palkia,Palkia
20257,Mamoswine,Beedrill,Mamoswine
20258,Gengar,Aegislash,Gengar
20259,Giratina,Noctowl,Noctowl
20260,Volcarona,Tyrunt,Volcarona
20261,Larvesta,Mudkip,Larvesta
20262,Articuno,Mightyena,Articuno
20263,Typhlosion,Blissey,Typhlosion
20264,Aerodactyl,Bonsly,Aerodactyl
20265,Sudowoodo,Sunflora,Sunflora
20266,Tropius,Druddigon,Tropius
20267,Latios,Claydol,Latios
20268,Rhydon,Zweilous,Zweilous
20269,Sunflora,Samurott,Samurott
20270,Meditite,Blitzle,Blitzle
20271,Swellow,Pachirisu,Swellow
20272,Noctowl,Drowzee,Noctowl
20273,Togekiss,Cryogonal,Cryogonal
20274,Marshtomp,Ledyba,Ledyba
20275,Gorebyss,Abra,Gorebyss
20276,Simisear,Kadabra,Kadabra
20277,Luvdisc,Gothita,Luvdisc
20278,Druddigon,Camerupt,Druddigon
20279,Serperior,Aron,Serperior
20280,Caterpie,Meganium,Meganium
20281,Suicune,Moltres,Moltres
20282,Omanyte,Giratina,Giratina
20283,Litleo,Tirtouga,Tirtouga
20284,Mismagius,Gastrodon,Mismagius
20285,Prinplup,Dialga,Dialga
20286,Ferroseed,Skiploom,Ferroseed
20287,Tranquill,Pawniard,Tranquill
20288,Nuzleaf,Lickitung,Nuzleaf
20289,Horsea,Krabby,Horsea
20290,Swanna,Bidoof,Swanna
20291,Growlithe,Mightyena,Mightyena
20292,Lickitung,Poliwhirl,Poliwhirl
20293,Kangaskhan,Hitmonchan,Kangaskhan
20294,Carracosta,Dewgong,Dewgong
20295,Marshtomp,Huntail,Huntail
20296,Metagross,Hitmontop,Hitmontop
20297,Zubat,Torterra,Zubat
20298,Cottonee,Houndoom,Houndoom
20299,Ekans,Totodile,Ekans
20300,Snover,Regirock,Regirock
20301,Metapod,Vespiquen,Vespiquen
20302,Regice,Scolipede,Scolipede
20303,Bibarel,Crustle,Bibarel
20304,Golduck,Lilligant,Lilligant
20305,Sableye,Gengar,Sableye
20306,Tangela,Duskull,Tangela
20307,Kricketot,Forretress,Forretress
20308,Kadabra,Fletchinder,Kadabra
20309,Carbink,Manaphy,Manaphy
20310,Bunnelby,Ekans,Bunnelby
20311,Bisharp,Doublade,Bisharp
20312,Meganium,Wailmer,Meganium
20313,Bonsly,Ferrothorn,Ferrothorn
20314,Turtwig,Golduck,Golduck
20315,Combusken,Gorebyss,Combusken
20316,Shelgon,Beldum,Shelgon
20317,Grovyle,Azelf,Azelf
20318,Pinsir,Charizard,Charizard
20319,Tropius,Frogadier,Frogadier
20320,Trapinch,Lickitung,Lickitung
20321,Venomoth,Tynamo,Venomoth
20322,Hoppip,Duosion,Hoppip
20323,Blaziken,Meloetta,Meloetta
20324,Medicham,Tynamo,Medicham
20325,Suicune,Escavalier,Escavalier
20326,Rampardos,Elgyem,Rampardos
20327,Gothitelle,Sealeo,Gothitelle
20328,Donphan,Archeops,Archeops
20329,Horsea,Seel,Horsea
20330,Dragonair,Smoochum,Dragonair
20331,Sealeo,Regice,Regice
20332,Charmander,Solosis,Charmander
20333,Umbreon,Poliwrath,Poliwrath
20334,Golem,Sylveon,Sylveon
20335,Shinx,Shellder,Shinx
20336,Chatot,Snorunt,Chatot
20337,Braixen,Binacle,Braixen
20338,Minccino,Gardevoir,Gardevoir
20339,Snorlax,Croconaw,Croconaw
20340,Numel,Aegislash,Aegislash
20341,Ekans,Primeape,Primeape
20342,Whismur,Cobalion,Cobalion
20343,Archeops,Machamp,Archeops
20344,Simisage,Keldeo,Keldeo
20345,Virizion,Swadloon,Virizion
20346,Poliwhirl,Shellder,Poliwhirl
20347,Huntail,Ho-oh,Ho-oh
20348,Makuhita,Wurmple,Makuhita
20349,Milotic,Mime Jr.,Milotic
20350,Minun,Zubat,Minun
20351,Ekans,Ho-oh,Ho-oh
20352,Murkrow,Eelektrik,Murkrow
20353,Bagon,Zigzagoon,Zigzagoon
20354,Breloom,Eelektross,Breloom
20355,Tyranitar,Sunflora,Tyranitar
20356,Samurott,Meloetta,Meloetta
20357,Armaldo,Loudred,Loudred
20358,Seadra,Vivillon,Vivillon
20359,Anorith,Stunky,Anorith
20360,Charmeleon,Exeggcute,Charmeleon
20361,Clawitzer,Meganium,Meganium
20362,Vulpix,Jigglypuff,Vulpix
20363,Ambipom,Dwebble,Ambipom
20364,Tympole,Flaaffy,Tympole
20365,Arbok,Armaldo,Arbok
20366,Marowak,Luxray,Marowak
20367,Scizor,Munchlax,Scizor
20368,Squirtle,Illumise,Illumise
20369,Houndour,Ekans,Houndour
20370,Flareon,Clefairy,Flareon
20371,Sigilyph,Cryogonal,Cryogonal
20372,Goomy,Joltik,Joltik
20373,Tynamo,Zygarde,Zygarde
20374,Joltik,Yveltal,Yveltal
20375,Flygon,Larvesta,Flygon
20376,Beedrill,Bronzong,Beedrill
20377,Eelektrik,Roggenrola,Eelektrik
20378,Loudred,Seviper,Seviper
20379,Cherrim,Yveltal,Yveltal
20380,Pupitar,Hoppip,Hoppip
20381,Swampert,Mamoswine,Mamoswine
20382,Skiddo,Luvdisc,Skiddo
20383,Druddigon,Riolu,Riolu
20384,Beartic,Talonflame,Talonflame
20385,Phantump,Altaria,Altaria
20386,Blissey,Timburr,Timburr
20387,Heliolisk,Vanilluxe,Heliolisk
20388,Regice,Marshtomp,Marshtomp
20389,Deerling,Weepinbell,Deerling
20390,Slugma,Shaymin,Shaymin
20391,Salamence,Honedge,Salamence
20392,Alomomola,Sableye,Sableye
20393,Totodile,Empoleon,Empoleon
20394,Weepinbell,Ferrothorn,Ferrothorn
20395,Heatran,Azurill,Heatran
20396,Hitmontop,Vivillon,Vivillon
20397,Bronzong,Dragalge,Dragalge
20398,Relicanth,Simipour,Simipour
20399,Cubchoo,Mr. Mime,Mr. Mime
20400,Mothim,Hoothoot,Mothim
20401,Jumpluff,Luxray,Jumpluff
20402,Raichu,Plusle,Raichu
20403,Scrafty,Lillipup,Scrafty
20404,Walrein,Galvantula,Galvantula
20405,Cubone,Clawitzer,Clawitzer
20406,Clauncher,Machoke,Machoke
20407,Swellow,Golurk,Swellow
20408,Durant,Noctowl,Durant
20409,Reshiram,Carnivine,Reshiram
20410,Gorebyss,Latios,Latios
20411,Mightyena,Chansey,Mightyena
20412,Darkrai,Darumaka,Darkrai
20413,Steelix,Minccino,Steelix
20414,Emolga,Shuckle,Emolga
20415,Pidgey,Delibird,Delibird
20416,Donphan,Torchic,Donphan
20417,Floette,Piloswine,Floette
20418,Goldeen,Registeel,Goldeen
20419,Duskull,Anorith,Anorith
20420,Tangrowth,Numel,Tangrowth
20421,Skrelp,Gogoat,Gogoat
20422,Scizor,Silcoon,Scizor
20423,Slurpuff,Mudkip,Slurpuff
20424,Aegislash,Slaking,Slaking
20425,Vanillite,Hydreigon,Hydreigon
20426,Bellsprout,Dewgong,Dewgong
20427,Goodra,Conkeldurr,Goodra
20428,Banette,Chingling,Banette
20429,Sharpedo,Togepi,Sharpedo
20430,Dusclops,Snover,Snover
20431,Jumpluff,Diancie,Jumpluff
20432,Skuntank,Bidoof,Skuntank
20433,Abomasnow,Carbink,Abomasnow
20434,Blaziken,Swablu,Blaziken
20435,Volcarona,Sunkern,Volcarona
20436,Dodrio,Slowpoke,Dodrio
20437,Nidorino,Minun,Minun
20438,Foongus,Kabuto,Kabuto
20439,Kecleon,Typhlosion,Typhlosion
20440,Latias,Shellder,Latias
20441,Dewgong,Marill,Dewgong
20442,Haxorus,Aipom,Haxorus
20443,Gardevoir,Aggron,Gardevoir
20444,Herdier,Hypno,Hypno
20445,Happiny,Wailmer,Wailmer
20446,Krabby,Lapras,Lapras
20447,Kakuna,Dusknoir,Dusknoir
20448,Grimer,Swampert,Swampert
20449,Treecko,Azurill,Treecko
20450,Darumaka,Scizor,Scizor
20451,Sawsbuck,Vaporeon,Sawsbuck
20452,Azumarill,Drilbur,Drilbur
20453,Gogoat,Ho-oh,Ho-oh
20454,Froslass,Altaria,Froslass
20455,Surskit,Froakie,Froakie
20456,Graveler,Stunky,Stunky
20457,Makuhita,Slaking,Slaking
20458,Aurorus,Igglybuff,Aurorus
20459,Torterra,Regirock,Torterra
20460,Kecleon,Riolu,Riolu
20461,Magnezone,Thundurus,Thundurus
20462,Vespiquen,Toxicroak,Toxicroak
20463,Spoink,Tangrowth,Spoink
20464,Cacnea,Charmander,Charmander
20465,Magby,Pansage,Magby
20466,Malamar,Mareep,Malamar
20467,Snivy,Cobalion,Cobalion
20468,Elgyem,Espeon,Espeon
20469,Dewgong,Litwick,Dewgong
20470,Nidorino,Vulpix,Vulpix
20471,Jigglypuff,Smeargle,Jigglypuff
20472,Jumpluff,Pidgeot,Jumpluff
20473,Ferrothorn,Quilava,Quilava
20474,Tornadus,Swinub,Tornadus
20475,Giratina,Zygarde,Zygarde
20476,Taillow,Charmeleon,Taillow
20477,Joltik,Dunsparce,Joltik
20478,Voltorb,Buizel,Voltorb
20479,Chatot,Sudowoodo,Sudowoodo
20480,Rayquaza,Palkia,Palkia
20481,Sandslash,Magby,Magby
20482,Virizion,Buizel,Virizion
20483,Politoed,Togekiss,Togekiss
20484,Lucario,Lickilicky,Lucario
20485,Geodude,Paras,Paras
20486,Klink,Florges,Florges
20487,Medicham,Skuntank,Skuntank
20488,Buneary,Sawk,Sawk
20489,Croconaw,Tentacruel,Tentacruel
20490,Beheeyem,Sealeo,Sealeo
20491,Abomasnow,Jirachi,Jirachi
20492,Charmeleon,Mienshao,Mienshao
20493,Raticate,Tauros,Tauros
20494,Mareep,Fearow,Fearow
20495,Weedle,Binacle,Binacle
20496,Swablu,Electivire,Electivire
20497,Whismur,Quagsire,Quagsire
20498,Ledyba,Vanillish,Vanillish
20499,Stantler,Uxie,Uxie
20500,Bronzong,Gabite,Gabite
20501,Gliscor,Pinsir,Gliscor
20502,Vileplume,Wurmple,Vileplume
20503,Slaking,Monferno,Slaking
20504,Masquerain,Frogadier,Frogadier
20505,Butterfree,Sandile,Butterfree
20506,Togekiss,Meowstic,Meowstic
20507,Pignite,Amoonguss,Pignite
20508,Doduo,Bisharp,Doduo
20509,Machoke,Quilava,Quilava
20510,Roggenrola,Snubbull,Snubbull
20511,Snorlax,Octillery,Octillery
20512,Sneasel,Mandibuzz,Sneasel
20513,NidoranM,Croagunk,Croagunk
20514,Frillish,Oddish,Frillish
20515,Magby,Corsola,Magby
20516,Tangela,Ambipom,Ambipom
20517,Kricketot,Charmander,Charmander
20518,Starly,Chingling,Starly
20519,Lillipup,Sunflora,Lillipup
20520,Venusaur,Meditite,Venusaur
20521,Wurmple,Budew,Wurmple
20522,Trevenant,Stoutland,Stoutland
20523,Tyrantrum,Sandile,Tyrantrum
20524,Galvantula,Blitzle,Galvantula
20525,Meloetta,Loudred,Meloetta
20526,Jynx,Volcanion,Jynx
20527,Ninjask,Cottonee,Ninjask
20528,Jolteon,Remoraid,Jolteon
20529,Hitmonchan,Fletchling,Hitmonchan
20530,Loudred,Conkeldurr,Loudred
20531,Lanturn,Kricketot,Lanturn
20532,Camerupt,Donphan,Donphan
20533,Mudkip,Kadabra,Kadabra
20534,Salamence,Frogadier,Salamence
20535,Archen,Finneon,Archen
20536,Slowking,Goodra,Goodra
20537,Porygon-Z,Honedge,Honedge
20538,Riolu,Keldeo,Keldeo
20539,Piloswine,Dratini,Dratini
20540,Excadrill,Omastar,Excadrill
20541,Minccino,Bisharp,Minccino
20542,Giratina,Fletchinder,Giratina
20543,Tropius,Trubbish,Trubbish
20544,Glalie,Darkrai,Darkrai
20545,Stoutland,Chinchou,Stoutland
20546,Luxio,Duskull,Luxio
20547,Jigglypuff,Nuzleaf,Nuzleaf
20548,Lotad,Caterpie,Caterpie
20549,Beldum,Zangoose,Zangoose
20550,Togekiss,Snorunt,Togekiss
20551,Noctowl,Durant,Durant
20552,Pancham,Squirtle,Squirtle
20553,Relicanth,Seaking,Seaking
20554,Cobalion,Sandslash,Cobalion
20555,Machamp,Victini,Victini
20556,Gulpin,Graveler,Gulpin
20557,Torterra,Hitmonchan,Hitmonchan
20558,Marill,Rayquaza,Rayquaza
20559,Seedot,Tangela,Tangela
20560,Togekiss,Tirtouga,Tirtouga
20561,Kirlia,Clauncher,Kirlia
20562,Inkay,Staravia,Staravia
20563,Yveltal,Victini,Victini
20564,Pignite,Ludicolo,Ludicolo
20565,Nidorina,Unown,Nidorina
20566,Stunfisk,Klang,Klang
20567,Nuzleaf,Dragonair,Dragonair
20568,Sewaddle,Spoink,Spoink
20569,Azumarill,Shroomish,Azumarill
20570,Charmeleon,Pancham,Charmeleon
20571,Meditite,Masquerain,Masquerain
20572,Shaymin,Patrat,Shaymin
20573,Celebi,Seedot,Celebi
20574,Yanmega,Castform,Yanmega
20575,Exeggcute,Ralts,Ralts
20576,Ninjask,Malamar,Ninjask
20577,Linoone,Nosepass,Linoone
20578,Dunsparce,Sentret,Dunsparce
20579,Charmeleon,Suicune,Suicune
20580,Floette,Beldum,Floette
20581,Slowbro,Slaking,Slaking
20582,Gallade,Aggron,Gallade
20583,Pansage,Shinx,Pansage
20584,Tentacruel,Bouffalant,Tentacruel
20585,Fletchling,Pineco,Fletchling
20586,Marowak,Woobat,Woobat
20587,Tyrogue,Magcargo,Tyrogue
20588,Huntail,Fearow,Fearow
20589,Meloetta,Exeggcute,Meloetta
20590,Rhyhorn,Dedenne,Rhyhorn
20591,Sewaddle,Gallade,Gallade
20592,Tropius,Spearow,Spearow
20593,Dewgong,Shroomish,Dewgong
20594,Charizard,Pelipper,Charizard
20595,Simisear,Hitmontop,Simisear
20596,Taillow,Phantump,Phantump
20597,Shinx,Machoke,Machoke
20598,Voltorb,Mantyke,Voltorb
20599,Omanyte,Vullaby,Vullaby
20600,Persian,Nidorina,Persian
20601,Delibird,Weedle,Delibird
20602,Delibird,Grumpig,Grumpig
20603,Sawk,Toxicroak,Toxicroak
20604,Bronzong,Slowking,Bronzong
20605,Bagon,Kingler,Kingler
20606,Elgyem,Deoxys,Deoxys
20607,Vullaby,Floette,Vullaby
20608,Dunsparce,Rhydon,Dunsparce
20609,Lileep,Whismur,Whismur
20610,Shuppet,Kabutops,Kabutops
20611,Qwilfish,Raichu,Raichu
20612,Zorua,Gliscor,Gliscor
20613,Finneon,Serperior,Serperior
20614,Growlithe,Bulbasaur,Growlithe
20615,Articuno,Squirtle,Articuno
20616,Baltoy,Azelf,Azelf
20617,Probopass,Sceptile,Sceptile
20618,Basculin,Grumpig,Basculin
20619,Sawsbuck,Torterra,Sawsbuck
20620,Sudowoodo,Bibarel,Bibarel
20621,Claydol,Scolipede,Scolipede
20622,Bunnelby,Joltik,Joltik
20623,Volcanion,Malamar,Malamar
20624,Reshiram,Arcanine,Arcanine
20625,Typhlosion,Skiploom,Typhlosion
20626,Corsola,Froslass,Froslass
20627,Mightyena,Diglett,Diglett
20628,Doublade,Tentacool,Doublade
20629,Patrat,Charizard,Charizard
20630,Golbat,Lillipup,Golbat
20631,Chikorita,Cubone,Chikorita
20632,Escavalier,Parasect,Parasect
20633,Cacnea,Cubone,Cubone
20634,Gallade,Arcanine,Arcanine
20635,Drifblim,Hoppip,Drifblim
20636,Munna,Magby,Magby
20637,Flygon,Dusclops,Flygon
20638,Cranidos,Duosion,Cranidos
20639,Shellos,Bidoof,Shellos
20640,Weezing,Mesprit,Mesprit
20641,Mewtwo,Tangela,Mewtwo
20642,Igglybuff,Nidorino,Nidorino
20643,Dodrio,Cyndaquil,Dodrio
20644,Buneary,Farfetch'd,Buneary
20645,Cherrim,Jolteon,Jolteon
20646,Shaymin,Chimchar,Shaymin
20647,Toxicroak,Pupitar,Toxicroak
20648,Skitty,Riolu,Riolu
20649,Swampert,Omanyte,Swampert
20650,Rufflet,Kabutops,Kabutops
20651,Slurpuff,Pineco,Slurpuff
20652,Fraxure,Illumise,Illumise
20653,Mesprit,Timburr,Mesprit
20654,Watchog,Mankey,Watchog
20655,Groudon,Golduck,Groudon
20656,Krabby,Cacnea,Krabby
20657,Slurpuff,Fraxure,Slurpuff
20658,Drifloon,Reshiram,Reshiram
20659,Lombre,Hoopa,Hoopa
20660,Emolga,Uxie,Emolga
20661,Hoppip,Shellos,Hoppip
20662,Whiscash,Misdreavus,Misdreavus
20663,Luxio,Carracosta,Luxio
20664,Cryogonal,Magmar,Cryogonal
20665,Watchog,Latios,Latios
20666,Igglybuff,Magmar,Magmar
20667,Marowak,Boldore,Marowak
20668,Ninetales,Mienfoo,Ninetales
20669,Stantler,Rotom,Rotom
20670,Flabébé,Pelipper,Pelipper
20671,Roggenrola,Metang,Metang
20672,Spiritomb,Sewaddle,Sewaddle
20673,Kyogre,Graveler,Kyogre
20674,Natu,Liepard,Liepard
20675,Golduck,Absol,Golduck
20676,Nidorino,Dragonite,Dragonite
20677,Whirlipede,Trubbish,Trubbish
20678,Swirlix,Pangoro,Pangoro
20679,Whiscash,Electrode,Electrode
