Damaged	X
Resistant to:	Fighting  ½×  Ground  ½×  Grass  ½×
Resistant to:	Fighting  ½×  Steel  ½×  Grass  ½×  Electric  ½×
Resistant to:	Fighting  ½×  Steel  ½×  Grass  ½×  Electric  ½×
Resistant to:	Rock  ½×  Bug  ½×  Dark  ½×
Resistant to:	Bug  ½×  Ice  ½×  Dark  ½×
Resistant to:	Fighting  ½×  Bug  ¼×  Steel  ½×  Fire  ½×  Grass  ¼×  Fairy  ½×
Resistant to:	Fighting  ¼×  Ground  ½×  Bug  ½×  Grass  ½×  Dark  ½×
Resistant to:	Fighting  ¼×  Ground  ½×  Bug  ½×  Grass  ½×  Dark  ½×
Resistant to:	Normal  ½×  Flying  ½×  Poison  ½×  Fire  ½×
Resistant to:	Normal  ½×  Flying  ½×  Poison  ½×  Fire  ½×
Resistant to:	Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×  Fairy  ½×
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×  Fairy  ½×
Resistant to:	Poison  ½×  Rock  ½×
Resistant to:	Poison  ½×  Rock  ½×
Resistant to:	Fighting  ½×  Ground  ½×  Steel  ½×  Water  ½×  Ice  ½×
Resistant to:	Fighting  ½×  Ground  ½×  Steel  ½×  Water  ½×  Ice  ½×
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Resistant to:	Fighting  ½×  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×
Resistant to:	Fighting  ½×  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ¼×  Steel  ½×  Fire  ½×  Grass  ¼×  Ice  ½×  Fairy  ¼×
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ¼×  Steel  ½×  Fire  ½×  Grass  ¼×  Ice  ½×  Fairy  ¼×
Resistant to:	Rock  ½×  Bug  ½×  Dark  ½×
Resistant to:	Rock  ½×  Bug  ½×  Dark  ½×
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Resistant to:	Fighting  ½×  Bug  ½×  Dark  ½×
Resistant to:	Psychic  ½×
Resistant to:	Rock  ½×  Bug  ½×  Dark  ½×
Resistant to:	Fighting  ½×  Ground  ½×  Steel  ½×  Water  ½×  Ice  ½×
Resistant to:	Fighting  ½×  Ground  ½×  Steel  ½×  Water  ½×  Ice  ½×
Resistant to:	Poison  ¼×  Rock  ½×  Bug  ½×
Resistant to:	Poison  ¼×  Rock  ½×  Bug  ½×
Resistant to:	Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×
Resistant to:	None
Resistant to:	None
Resistant to:	Normal  ½×  Flying  ½×  Poison  ½×  Bug  ½×  Fire  ½×
Resistant to:	None
Resistant to:	Bug  ½×  Steel  ½×  Fire  ¼×  Grass  ¼×  Electric  ½×
Resistant to:	Normal  ½×  Flying  ¼×  Rock  ½×  Bug  ½×  Steel  ¼×  Grass  ½×  Electric  ½×  Psychic  ½×  Ice  ½×  Dragon  ½×  Fairy  ½×
Resistant to:	Bug  ¼×
Resistant to:	Fighting  ½×  Steel  ½×  Fire  ½×  Water  ½×  Psychic  ½×  Ice  ½×
Resistant to:	Fire  ½×  Water  ½×  Grass  ½×  Electric  ½×
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Resistant to:	Fire  ½×  Water  ½×  Grass  ½×  Electric  ½×
Resistant to:	Rock  ½×  Bug  ½×  Fire  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×
Resistant to:	Rock  ½×  Bug  ½×  Fire  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×
Resistant to:	Fighting  ½×  Flying  ½×  Bug  ½×  Electric  ½×  Dark  ½×
Resistant to:	Fighting  ¼×  Psychic  ½×
Resistant to:	Fighting  ½×  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×
Resistant to:	Fighting  ½×  Bug  ½×  Fire  ½×  Water  ½×  Ice  ½×  Dark  ½×
Resistant to:	Fighting  ½×  Psychic  ½×
Resistant to:	Fighting  ½×  Psychic  ½×
Resistant to:	Normal  ½×  Flying  ½×  Rock  ½×  Steel  ½×  Grass  ½×  Psychic  ¼×  Ice  ½×  Dragon  ½×  Fairy  ½×
Resistant to:	Poison  ½×  Psychic  ½×
Resistant to:	Normal  ½×  Flying  ½×  Poison  ¼×  Bug  ½×  Fire  ½×  Fairy  ½×
Resistant to:	Fighting  ½×  Ground  ½×  Bug  ½×  Grass  ½×  Dark  ½×
Resistant to:	Fighting  ½×  Ground  ½×  Bug  ½×  Grass  ½×  Dark  ½×
Resistant to:	Flying  ½×  Steel  ½×  Electric  ½×
Resistant to:	Normal  ½×  Flying  ½×  Bug  ¼×  Steel  ½×  Grass  ¼×  Psychic  ½×  Dragon  ½×  Fairy  ½×
Resistant to:	Normal  ½×  Rock  ½×  Steel  ½×  Water  ½×  Grass  ¼×  Electric  ½×  Psychic  ½×  Dragon  ½×  Fairy  ½×
Resistant to:	Ghost  ½×  Fire  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×
Resistant to:	Fighting  ½×  Psychic  ½×
Resistant to:	Normal  ½×  Flying  ½×  Rock  ½×  Bug  ¼×  Grass  ½×  Psychic  ½×  Ice  ½×  Dark  ½×  Fairy  ½×
Resistant to:	Poison  ½×  Rock  ½×  Bug  ¼×
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Fire  ½×  Water  ½×  Grass  ¼×  Electric  ½×
Resistant to:	Normal  ¼×  Flying  ¼×  Rock  ½×  Bug  ½×  Psychic  ½×  Ice  ½×  Dragon  ½×  Fairy  ½×
Resistant to:	Poison  ½×  Bug  ¼×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Fairy  ½×
Resistant to:	Flying  ½×  Steel  ½×
Resistant to:	Normal  ½×  Flying  ½×  Rock  ½×  Bug  ½×  Steel  ½×  Grass  ½×  Psychic  ½×  Ice  ½×  Dragon  ½×  Fairy  ½×
Resistant to:	Normal  ½×  Flying  ½×  Rock  ½×  Bug  ½×  Steel  ½×  Grass  ½×  Psychic  ½×  Ice  ½×  Dragon  ½×  Fairy  ½×
