Stats	Level	HP	Attack	Defense	Sp. Attack	Sp. Defense	Speed
Max StatsNeutral Nature	Lv. 100	240 - 334	131 - 225	95 - 189	95 - 189	95 - 189	95 - 189
Max StatsNeutral Nature	Lv. 100	290 - 384	191 - 285	115 - 209	145 - 239	115 - 209	115 - 209
Max StatsNeutral Nature	Lv. 100	330 - 424	251 - 345	135 - 229	205 - 299	135 - 229	135 - 229
Max StatsNeutral Nature	Lv. 100	220 - 314	115 - 209	95 - 189	131 - 225	95 - 189	95 - 189
Max StatsNeutral Nature	Lv. 100	260 - 354	155 - 249	125 - 219	171 - 265	125 - 219	125 - 219
Max StatsNeutral Nature	Lv. 100	300 - 394	205 - 299	175 - 269	221 - 315	145 - 239	145 - 239
Max StatsNeutral Nature	Lv. 100	200 - 294	115 - 209	83 - 177	75 - 169	83 - 177	89 - 183
Max StatsNeutral Nature	Lv. 100	230 - 324	175 - 269	143 - 237	125 - 219	143 - 237	159 - 253
Max StatsNeutral Nature	Lv. 100	200 - 294	125 - 219	95 - 189	55 - 149	95 - 189	115 - 209
Max StatsNeutral Nature	Lv. 100	240 - 334	165 - 259	135 - 229	75 - 169	135 - 229	125 - 219
Max StatsNeutral Nature	Lv. 100	280 - 374	225 - 319	185 - 279	95 - 189	185 - 279	165 - 259
Max StatsNeutral Nature	Lv. 100	192 - 286	105 - 199	79 - 173	105 - 199	79 - 173	137 - 231
Max StatsNeutral Nature	Lv. 100	238 - 332	181 - 275	105 - 199	181 - 275	105 - 199	217 - 311
Max StatsNeutral Nature	Lv. 100	210 - 304	111 - 205	101 - 195	111 - 205	101 - 195	133 - 227
Max StatsNeutral Nature	Lv. 100	260 - 354	201 - 295	131 - 225	201 - 295	131 - 225	207 - 301
Max StatsNeutral Nature	Lv. 100	210 - 304	111 - 205	101 - 195	111 - 205	101 - 195	133 - 227
Max StatsNeutral Nature	Lv. 100	260 - 354	201 - 295	131 - 225	201 - 295	131 - 225	207 - 301
Max StatsNeutral Nature	Lv. 100	210 - 304	111 - 205	101 - 195	111 - 205	101 - 195	133 - 227
Max StatsNeutral Nature	Lv. 100	260 - 354	201 - 295	131 - 225	201 - 295	131 - 225	207 - 301
Max StatsNeutral Nature	Lv. 100	262 - 356	55 - 149	95 - 189	139 - 233	115 - 209	53 - 147
Max StatsNeutral Nature	Lv. 100	342 - 436	115 - 209	175 - 269	219 - 313	195 - 289	63 - 157
Max StatsNeutral Nature	Lv. 100	210 - 304	115 - 209	105 - 199	77 - 171	65 - 159	91 - 185
Max StatsNeutral Nature	Lv. 100	234 - 328	159 - 253	129 - 223	105 - 199	89 - 183	135 - 229
Max StatsNeutral Nature	Lv. 100	270 - 364	235 - 329	165 - 259	135 - 229	115 - 209	191 - 285
Max StatsNeutral Nature	Lv. 100	200 - 294	125 - 219	69 - 163	105 - 199	69 - 163	157 - 251
Max StatsNeutral Nature	Lv. 100	260 - 354	205 - 299	131 - 225	165 - 259	131 - 225	237 - 331
Max StatsNeutral Nature	Lv. 100	220 - 314	155 - 249	175 - 269	55 - 149	55 - 149	35 - 129
Max StatsNeutral Nature	Lv. 100	250 - 344	215 - 309	215 - 309	105 - 199	85 - 179	45 - 139
Max StatsNeutral Nature	Lv. 100	280 - 374	275 - 369	265 - 359	125 - 219	165 - 259	55 - 149
Max StatsNeutral Nature	Lv. 100	240 - 334	95 - 189	91 - 185	115 - 209	91 - 185	149 - 243
Max StatsNeutral Nature	Lv. 100	244 - 338	119 - 213	115 - 209	159 - 253	115 - 209	233 - 327
Max StatsNeutral Nature	Lv. 100	230 - 324	175 - 269	85 - 179	65 - 159	95 - 189	141 - 235
Max StatsNeutral Nature	Lv. 100	330 - 424	275 - 369	125 - 219	105 - 199	135 - 229	181 - 275
Max StatsNeutral Nature	Lv. 100	316 - 410	125 - 219	177 - 271	125 - 219	177 - 271	105 - 199
Max StatsNeutral Nature	Lv. 100	260 - 354	165 - 259	115 - 209	55 - 149	75 - 169	75 - 169
Max StatsNeutral Nature	Lv. 100	280 - 374	215 - 309	175 - 269	85 - 179	105 - 199	85 - 179
Max StatsNeutral Nature	Lv. 100	320 - 414	285 - 379	195 - 289	115 - 209	135 - 229	95 - 189
Max StatsNeutral Nature	Lv. 100	210 - 304	105 - 199	85 - 179	105 - 199	85 - 179	133 - 227
Max StatsNeutral Nature	Lv. 100	260 - 354	135 - 229	115 - 209	135 - 229	115 - 209	143 - 237
Max StatsNeutral Nature	Lv. 100	320 - 414	195 - 289	155 - 249	175 - 269	155 - 249	153 - 247
Max StatsNeutral Nature	Lv. 100	350 - 444	205 - 299	175 - 269	65 - 159	175 - 269	95 - 189
Max StatsNeutral Nature	Lv. 100	260 - 354	255 - 349	155 - 249	65 - 159	155 - 249	175 - 269
Max StatsNeutral Nature	Lv. 100	200 - 294	111 - 205	145 - 239	85 - 179	125 - 219	89 - 183
Max StatsNeutral Nature	Lv. 100	220 - 314	131 - 225	185 - 279	105 - 199	165 - 259	89 - 183
Max StatsNeutral Nature	Lv. 100	260 - 354	211 - 305	165 - 259	145 - 239	165 - 259	189 - 283
Max StatsNeutral Nature	Lv. 100	170 - 264	95 - 189	123 - 217	65 - 159	83 - 177	119 - 213
Max StatsNeutral Nature	Lv. 100	190 - 284	115 - 209	203 - 297	85 - 179	163 - 257	99 - 193
Max StatsNeutral Nature	Lv. 100	230 - 324	205 - 299	183 - 277	115 - 209	143 - 237	229 - 323
Max StatsNeutral Nature	Lv. 100	190 - 284	59 - 153	125 - 219	79 - 173	105 - 199	137 - 231
Max StatsNeutral Nature	Lv. 100	230 - 324	139 - 233	175 - 269	159 - 253	155 - 249	237 - 331
Max StatsNeutral Nature	Lv. 100	200 - 294	75 - 169	105 - 199	145 - 239	105 - 199	65 - 159
Max StatsNeutral Nature	Lv. 100	250 - 344	125 - 219	155 - 249	225 - 319	155 - 249	185 - 279
Max StatsNeutral Nature	Lv. 100	250 - 344	189 - 283	135 - 229	165 - 259	115 - 209	201 - 295
Max StatsNeutral Nature	Lv. 100	210 - 304	149 - 243	75 - 169	75 - 169	75 - 169	135 - 229
Max StatsNeutral Nature	Lv. 100	230 - 324	169 - 263	95 - 189	95 - 189	95 - 189	153 - 247
Max StatsNeutral Nature	Lv. 100	300 - 394	239 - 333	165 - 259	135 - 229	145 - 239	189 - 283
Max StatsNeutral Nature	Lv. 100	250 - 344	185 - 279	95 - 189	35 - 129	95 - 189	105 - 199
Max StatsNeutral Nature	Lv. 100	320 - 414	285 - 379	115 - 209	65 - 159	115 - 209	195 - 289
Max StatsNeutral Nature	Lv. 100	260 - 354	177 - 271	139 - 233	217 - 311	139 - 233	125 - 219
Max StatsNeutral Nature	Lv. 100	210 - 304	135 - 229	175 - 269	75 - 169	75 - 169	115 - 209
Max StatsNeutral Nature	Lv. 100	250 - 344	215 - 309	255 - 349	135 - 229	155 - 249	95 - 189
Max StatsNeutral Nature	Lv. 100	210 - 304	155 - 249	145 - 239	75 - 169	145 - 239	101 - 195
Max StatsNeutral Nature	Lv. 100	240 - 334	185 - 279	235 - 329	95 - 189	235 - 329	121 - 215
Max StatsNeutral Nature	Lv. 100	254 - 348	121 - 215	165 - 259	211 - 305	165 - 259	199 - 293
Max StatsNeutral Nature	Lv. 100	186 - 280	65 - 159	175 - 269	115 - 209	135 - 229	65 - 159
Max StatsNeutral Nature	Lv. 100	226 - 320	105 - 199	295 - 389	195 - 289	215 - 309	65 - 159
Max StatsNeutral Nature	Lv. 100	218 - 312	161 - 255	211 - 305	111 - 205	95 - 189	49 - 143
Max StatsNeutral Nature	Lv. 100	258 - 352	221 - 315	271 - 365	171 - 265	135 - 229	69 - 163
Max StatsNeutral Nature	Lv. 100	220 - 314	229 - 323	95 - 189	153 - 247	95 - 189	145 - 239
Max StatsNeutral Nature	Lv. 100	260 - 354	285 - 379	135 - 229	229 - 323	135 - 229	225 - 319
Max StatsNeutral Nature	Lv. 100	210 - 304	105 - 199	129 - 223	85 - 179	129 - 223	135 - 229
Max StatsNeutral Nature	Lv. 100	270 - 364	195 - 289	169 - 263	125 - 219	169 - 263	155 - 249
Max StatsNeutral Nature	Lv. 100	190 - 284	135 - 229	85 - 179	165 - 259	85 - 179	135 - 229
Max StatsNeutral Nature	Lv. 100	230 - 324	215 - 309	125 - 219	245 - 339	125 - 219	215 - 309
Max StatsNeutral Nature	Lv. 100	220 - 314	105 - 199	85 - 179	85 - 179	85 - 179	155 - 249
Max StatsNeutral Nature	Lv. 100	260 - 354	195 - 289	125 - 219	135 - 229	125 - 219	235 - 329
Max StatsNeutral Nature	Lv. 100	200 - 294	65 - 159	105 - 199	115 - 209	135 - 229	95 - 189
Max StatsNeutral Nature	Lv. 100	230 - 324	95 - 189	145 - 239	155 - 249	175 - 269	115 - 209
Max StatsNeutral Nature	Lv. 100	250 - 344	115 - 209	195 - 289	195 - 289	225 - 319	135 - 229
Max StatsNeutral Nature	Lv. 100	200 - 294	65 - 159	85 - 179	215 - 309	105 - 199	45 - 139
Max StatsNeutral Nature	Lv. 100	240 - 334	85 - 179	105 - 199	255 - 349	125 - 219	65 - 159
Max StatsNeutral Nature	Lv. 100	330 - 424	135 - 229	155 - 249	255 - 349	175 - 269	65 - 159
Max StatsNeutral Nature	Lv. 100	234 - 328	93 - 187	105 - 199	93 - 187	105 - 199	115 - 209
Max StatsNeutral Nature	Lv. 100	260 - 354	179 - 273	131 - 225	179 - 273	131 - 225	201 - 295
Max StatsNeutral Nature	Lv. 100	182 - 276	105 - 199	105 - 199	135 - 229	125 - 219	93 - 187
Max StatsNeutral Nature	Lv. 100	212 - 306	135 - 229	135 - 229	165 - 259	155 - 249	123 - 217
Max StatsNeutral Nature	Lv. 100	252 - 346	195 - 289	175 - 269	225 - 319	195 - 289	163 - 257
Max StatsNeutral Nature	Lv. 100	230 - 324	125 - 219	105 - 199	85 - 179	105 - 199	155 - 249
Max StatsNeutral Nature	Lv. 100	270 - 364	205 - 299	145 - 239	125 - 219	145 - 239	195 - 289
Max StatsNeutral Nature	Lv. 100	220 - 314	155 - 249	125 - 219	155 - 249	125 - 219	211 - 305
Max StatsNeutral Nature	Lv. 100	210 - 304	155 - 249	95 - 189	85 - 179	95 - 189	125 - 219
Max StatsNeutral Nature	Lv. 100	250 - 344	275 - 369	215 - 309	125 - 219	215 - 309	45 - 139
Max StatsNeutral Nature	Lv. 100	248 - 342	115 - 209	95 - 189	115 - 209	115 - 209	35 - 129
Max StatsNeutral Nature	Lv. 100	338 - 432	175 - 269	145 - 239	175 - 269	165 - 259	65 - 159
Max StatsNeutral Nature	Lv. 100	220 - 314	85 - 179	105 - 199	135 - 229	175 - 269	85 - 179
Max StatsNeutral Nature	Lv. 100	310 - 404	125 - 219	145 - 239	175 - 269	215 - 309	125 - 219
Max StatsNeutral Nature	Lv. 100	440 - 534	155 - 249	165 - 259	85 - 179	95 - 189	135 - 229
Max StatsNeutral Nature	Lv. 100	210 - 304	99 - 193	105 - 199	119 - 213	105 - 199	135 - 229
Max StatsNeutral Nature	Lv. 100	250 - 344	159 - 253	125 - 219	199 - 293	125 - 219	221 - 315
Max StatsNeutral Nature	Lv. 100	198 - 292	105 - 199	187 - 281	53 - 147	177 - 271	25 - 119
Max StatsNeutral Nature	Lv. 100	258 - 352	193 - 287	267 - 361	113 - 207	237 - 331	45 - 139
Max StatsNeutral Nature	Lv. 100	190 - 284	115 - 209	145 - 239	95 - 189	125 - 219	65 - 159
Max StatsNeutral Nature	Lv. 100	230 - 324	165 - 259	195 - 289	145 - 239	175 - 269	105 - 199
Max StatsNeutral Nature	Lv. 100	230 - 324	205 - 299	235 - 329	145 - 239	175 - 269	185 - 279
Max StatsNeutral Nature	Lv. 100	180 - 274	115 - 209	85 - 179	95 - 189	85 - 179	125 - 219
Max StatsNeutral Nature	Lv. 100	240 - 334	175 - 269	145 - 239	155 - 249	145 - 239	85 - 179
Max StatsNeutral Nature	Lv. 100	280 - 374	235 - 329	165 - 259	215 - 309	165 - 259	105 - 199
Max StatsNeutral Nature	Lv. 100	220 - 314	115 - 209	115 - 209	175 - 269	115 - 209	65 - 159
Max StatsNeutral Nature	Lv. 100	260 - 354	155 - 249	155 - 249	255 - 349	195 - 289	85 - 179
Max StatsNeutral Nature	Lv. 100	210 - 304	65 - 159	115 - 209	135 - 229	115 - 209	45 - 139
Max StatsNeutral Nature	Lv. 100	230 - 324	85 - 179	125 - 219	195 - 289	125 - 219	115 - 209
Max StatsNeutral Nature	Lv. 100	230 - 324	115 - 209	185 - 279	295 - 389	185 - 279	165 - 259
Max StatsNeutral Nature	Lv. 100	202 - 296	179 - 273	125 - 219	65 - 159	85 - 179	119 - 213
Max StatsNeutral Nature	Lv. 100	242 - 336	239 - 333	145 - 239	85 - 179	105 - 199	139 - 233
Max StatsNeutral Nature	Lv. 100	262 - 356	299 - 393	185 - 279	125 - 219	145 - 239	199 - 293
Max StatsNeutral Nature	Lv. 100	220 - 314	145 - 239	85 - 179	125 - 219	85 - 179	85 - 179
Max StatsNeutral Nature	Lv. 100	300 - 394	265 - 359	165 - 259	145 - 239	165 - 259	105 - 199
Max StatsNeutral Nature	Lv. 100	270 - 364	105 - 199	105 - 199	195 - 289	275 - 369	215 - 309
Max StatsNeutral Nature	Lv. 100	210 - 304	85 - 179	175 - 269	85 - 179	135 - 229	55 - 149
Max StatsNeutral Nature	Lv. 100	270 - 364	145 - 239	85 - 179	205 - 299	125 - 219	295 - 389
Max StatsNeutral Nature	Lv. 100	328 - 422	137 - 231	173 - 267	167 - 261	203 - 297	69 - 163
Max StatsNeutral Nature	Lv. 100	200 - 294	175 - 269	105 - 199	115 - 209	105 - 199	135 - 229
Max StatsNeutral Nature	Lv. 100	240 - 334	255 - 349	125 - 219	195 - 289	125 - 219	215 - 309
Max StatsNeutral Nature	Lv. 100	264 - 358	245 - 339	185 - 279	125 - 219	185 - 279	101 - 195
Max StatsNeutral Nature	Lv. 100	228 - 322	153 - 247	105 - 199	75 - 169	105 - 199	75 - 169
Max StatsNeutral Nature	Lv. 100	288 - 382	253 - 347	165 - 259	115 - 209	165 - 259	115 - 209
Max StatsNeutral Nature	Lv. 100	200 - 294	175 - 269	145 - 239	85 - 179	85 - 179	125 - 219
Max StatsNeutral Nature	Lv. 100	240 - 334	255 - 349	205 - 299	125 - 219	145 - 239	145 - 239
Max StatsNeutral Nature	Lv. 100	300 - 394	225 - 319	195 - 289	85 - 179	195 - 289	115 - 209
Max StatsNeutral Nature	Lv. 100	250 - 344	171 - 265	105 - 199	79 - 173	105 - 199	125 - 219
Max StatsNeutral Nature	Lv. 100	310 - 404	251 - 345	155 - 249	119 - 213	155 - 249	165 - 259
Max StatsNeutral Nature	Lv. 100	250 - 344	115 - 209	155 - 249	95 - 189	135 - 229	125 - 219
Max StatsNeutral Nature	Lv. 100	330 - 424	135 - 229	215 - 309	115 - 209	195 - 289	165 - 259
Max StatsNeutral Nature	Lv. 100	280 - 374	199 - 293	137 - 231	215 - 309	137 - 231	135 - 229
Max StatsNeutral Nature	Lv. 100	226 - 320	223 - 317	229 - 323	101 - 195	101 - 195	223 - 317
Max StatsNeutral Nature	Lv. 100	214 - 308	135 - 229	105 - 199	95 - 189	105 - 199	81 - 175
Max StatsNeutral Nature	Lv. 100	254 - 348	175 - 269	145 - 239	135 - 229	145 - 239	121 - 215
Max StatsNeutral Nature	Lv. 100	294 - 388	215 - 309	185 - 279	255 - 349	185 - 279	201 - 295
Max StatsNeutral Nature	Lv. 100	220 - 314	175 - 269	115 - 209	105 - 199	115 - 209	125 - 219
Max StatsNeutral Nature	Lv. 100	280 - 374	125 - 219	135 - 229	275 - 369	215 - 309	205 - 299
Max StatsNeutral Nature	Lv. 100	292 - 386	185 - 279	263 - 357	185 - 279	149 - 243	221 - 315
Max StatsNeutral Nature	Lv. 100	292 - 386	263 - 357	185 - 279	149 - 243	185 - 279	221 - 315
Max StatsNeutral Nature	Lv. 100	292 - 386	185 - 279	149 - 243	185 - 279	263 - 357	221 - 315
Max StatsNeutral Nature	Lv. 100	268 - 362	235 - 329	145 - 239	255 - 349	165 - 259	227 - 321
Max StatsNeutral Nature	Lv. 100	268 - 362	235 - 329	145 - 239	255 - 349	165 - 259	227 - 321
Max StatsNeutral Nature	Lv. 100	310 - 404	245 - 339	205 - 299	305 - 399	245 - 339	185 - 279
Max StatsNeutral Nature	Lv. 100	310 - 404	305 - 399	245 - 339	245 - 339	205 - 299	185 - 279
Max StatsNeutral Nature	Lv. 100	288 - 382	255 - 349	185 - 279	235 - 329	165 - 259	207 - 301
Max StatsNeutral Nature	Lv. 100	360 - 454	265 - 359	185 - 279	265 - 359	185 - 279	195 - 289
Max StatsNeutral Nature	Lv. 100	292 - 386	149 - 243	185 - 279	263 - 357	185 - 279	221 - 315
Max StatsNeutral Nature	Lv. 100	310 - 404	159 - 253	159 - 253	261 - 355	261 - 355	185 - 279
Max StatsNeutral Nature	Lv. 100	252 - 346	245 - 339	195 - 289	245 - 339	195 - 289	203 - 297
Max StatsNeutral Nature	Lv. 100	222 - 316	127 - 221	135 - 229	101 - 195	95 - 189	81 - 175
Max StatsNeutral Nature	Lv. 100	232 - 326	161 - 255	195 - 289	117 - 211	121 - 215	119 - 213
Max StatsNeutral Nature	Lv. 100	286 - 380	219 - 313	249 - 343	153 - 247	155 - 249	133 - 227
Max StatsNeutral Nature	Lv. 100	190 - 284	95 - 189	85 - 179	129 - 223	125 - 219	125 - 219
Max StatsNeutral Nature	Lv. 100	228 - 322	123 - 217	121 - 215	185 - 279	145 - 239	151 - 245
Max StatsNeutral Nature	Lv. 100	260 - 354	143 - 237	149 - 243	233 - 327	205 - 299	213 - 307
Max StatsNeutral Nature	Lv. 100	192 - 286	117 - 211	85 - 179	129 - 223	93 - 187	147 - 241
Max StatsNeutral Nature	Lv. 100	218 - 312	131 - 225	109 - 203	171 - 265	117 - 211	199 - 293
Max StatsNeutral Nature	Lv. 100	254 - 348	195 - 289	139 - 233	211 - 305	147 - 241	249 - 343
Max StatsNeutral Nature	Lv. 100	186 - 280	77 - 171	81 - 175	69 - 163	77 - 171	119 - 213
Max StatsNeutral Nature	Lv. 100	280 - 374	117 - 211	159 - 253	105 - 199	159 - 253	161 - 255
Max StatsNeutral Nature	Lv. 100	200 - 294	105 - 199	91 - 185	85 - 179	81 - 175	129 - 223
Max StatsNeutral Nature	Lv. 100	234 - 328	151 - 245	115 - 209	117 - 211	109 - 203	173 - 267
Max StatsNeutral Nature	Lv. 100	266 - 360	167 - 261	147 - 241	153 - 247	143 - 237	257 - 351
Max StatsNeutral Nature	Lv. 100	186 - 280	75 - 169	85 - 179	59 - 153	55 - 149	75 - 169
Max StatsNeutral Nature	Lv. 100	200 - 294	49 - 143	125 - 219	59 - 153	65 - 159	63 - 157
Max StatsNeutral Nature	Lv. 100	270 - 364	109 - 203	105 - 199	185 - 279	105 - 199	183 - 277
Max StatsNeutral Nature	Lv. 100	234 - 328	105 - 199	121 - 215	151 - 245	113 - 207	149 - 243
Max StatsNeutral Nature	Lv. 100	282 - 376	141 - 235	149 - 243	223 - 317	137 - 231	217 - 311
Max StatsNeutral Nature	Lv. 100	198 - 292	81 - 175	83 - 177	127 - 221	163 - 257	89 - 183
Max StatsNeutral Nature	Lv. 100	218 - 312	95 - 189	99 - 193	155 - 249	201 - 295	109 - 203
Max StatsNeutral Nature	Lv. 100	266 - 360	135 - 229	141 - 235	229 - 323	313 - 407	155 - 249
Max StatsNeutral Nature	Lv. 100	242 - 336	135 - 229	101 - 195	129 - 223	119 - 213	109 - 203
Max StatsNeutral Nature	Lv. 100	356 - 450	205 - 299	129 - 223	199 - 293	167 - 261	141 - 235
Max StatsNeutral Nature	Lv. 100	244 - 338	169 - 263	129 - 223	97 - 191	101 - 195	91 - 185
Max StatsNeutral Nature	Lv. 100	300 - 394	253 - 347	161 - 255	143 - 237	147 - 241	121 - 215
Max StatsNeutral Nature	Lv. 100	260 - 354	165 - 259	125 - 219	135 - 229	185 - 279	209 - 303
Max StatsNeutral Nature	Lv. 100	234 - 328	101 - 195	113 - 207	131 - 225	125 - 219	141 - 235
Max StatsNeutral Nature	Lv. 100	258 - 352	101 - 195	157 - 251	171 - 265	167 - 261	213 - 307
Max StatsNeutral Nature	Lv. 100	200 - 294	165 - 259	205 - 299	75 - 169	79 - 173	61 - 155
Max StatsNeutral Nature	Lv. 100	228 - 322	225 - 319	305 - 399	95 - 189	103 - 197	75 - 169
Max StatsNeutral Nature	Lv. 100	230 - 324	105 - 199	305 - 399	105 - 199	305 - 399	125 - 219
Max StatsNeutral Nature	Lv. 100	266 - 360	109 - 203	125 - 219	131 - 225	135 - 229	51 - 145
Max StatsNeutral Nature	Lv. 100	312 - 406	149 - 243	149 - 243	203 - 297	183 - 277	63 - 157
Max StatsNeutral Nature	Lv. 100	234 - 328	101 - 195	137 - 231	123 - 217	119 - 213	103 - 197
Max StatsNeutral Nature	Lv. 100	274 - 368	165 - 259	177 - 271	175 - 269	155 - 249	149 - 243
Max StatsNeutral Nature	Lv. 100	216 - 310	113 - 207	111 - 205	79 - 173	97 - 191	95 - 189
Max StatsNeutral Nature	Lv. 100	282 - 376	189 - 283	181 - 275	141 - 235	155 - 249	151 - 245
Max StatsNeutral Nature	Lv. 100	194 - 288	109 - 203	139 - 233	83 - 177	117 - 211	105 - 199
Max StatsNeutral Nature	Lv. 100	254 - 348	215 - 309	235 - 329	113 - 207	177 - 271	141 - 235
Max StatsNeutral Nature	Lv. 100	210 - 304	125 - 219	125 - 219	125 - 219	125 - 219	65 - 159
Max StatsNeutral Nature	Lv. 100	240 - 334	155 - 249	185 - 279	199 - 293	251 - 345	93 - 187
Max StatsNeutral Nature	Lv. 100	210 - 304	111 - 205	129 - 223	121 - 215	131 - 225	93 - 187
Max StatsNeutral Nature	Lv. 100	252 - 346	151 - 245	181 - 275	245 - 339	183 - 277	123 - 217
Max StatsNeutral Nature	Lv. 100	198 - 292	81 - 175	71 - 165	127 - 221	91 - 185	145 - 239
Max StatsNeutral Nature	Lv. 100	234 - 328	115 - 209	109 - 203	223 - 317	193 - 287	223 - 317
Max StatsNeutral Nature	Lv. 100	226 - 320	183 - 277	159 - 253	95 - 189	95 - 189	101 - 195
Max StatsNeutral Nature	Lv. 100	274 - 368	247 - 341	243 - 337	143 - 237	123 - 217	147 - 241
Max StatsNeutral Nature	Lv. 100	264 - 358	123 - 217	105 - 199	139 - 233	131 - 225	97 - 191
Max StatsNeutral Nature	Lv. 100	356 - 450	159 - 253	149 - 243	203 - 297	189 - 283	121 - 215
Max StatsNeutral Nature	Lv. 100	300 - 394	135 - 229	135 - 229	225 - 319	265 - 359	125 - 219
Max StatsNeutral Nature	Lv. 100	266 - 360	189 - 283	155 - 249	153 - 247	131 - 225	241 - 335
Max StatsNeutral Nature	Lv. 100	244 - 338	121 - 215	119 - 213	167 - 261	139 - 233	207 - 301
Max StatsNeutral Nature	Lv. 100	210 - 304	105 - 199	305 - 399	105 - 199	305 - 399	105 - 199
Max StatsNeutral Nature	Lv. 100	200 - 294	105 - 199	75 - 169	115 - 209	155 - 249	85 - 179
Max StatsNeutral Nature	Lv. 100	246 - 340	155 - 249	111 - 205	171 - 265	231 - 325	125 - 219
Max StatsNeutral Nature	Lv. 100	290 - 384	205 - 299	145 - 239	225 - 319	305 - 399	165 - 259
Max StatsNeutral Nature	Lv. 100	224 - 318	165 - 259	187 - 281	165 - 259	179 - 273	155 - 249
Max StatsNeutral Nature	Lv. 100	196 - 290	145 - 239	101 - 195	105 - 199	125 - 219	81 - 175
Max StatsNeutral Nature	Lv. 100	280 - 374	225 - 319	157 - 251	135 - 229	169 - 263	117 - 211
Max StatsNeutral Nature	Lv. 100	208 - 302	137 - 231	145 - 239	93 - 187	115 - 209	107 - 201
Max StatsNeutral Nature	Lv. 100	240 - 334	185 - 279	249 - 343	121 - 215	155 - 249	173 - 267
Max StatsNeutral Nature	Lv. 100	220 - 314	143 - 237	175 - 269	69 - 163	75 - 169	61 - 155
Max StatsNeutral Nature	Lv. 100	300 - 394	239 - 333	373 - 467	93 - 187	97 - 191	61 - 155
Max StatsNeutral Nature	Lv. 100	190 - 284	65 - 159	75 - 169	95 - 189	85 - 179	115 - 209
Max StatsNeutral Nature	Lv. 100	280 - 374	145 - 239	165 - 259	199 - 293	165 - 259	251 - 345
Max StatsNeutral Nature	Lv. 100	362 - 456	267 - 361	195 - 289	267 - 361	201 - 295	203 - 297
Max StatsNeutral Nature	Lv. 100	362 - 456	267 - 361	195 - 289	267 - 361	201 - 295	203 - 297
Max StatsNeutral Nature	Lv. 100	326 - 420	205 - 299	247 - 341	167 - 261	195 - 289	195 - 289
Max StatsNeutral Nature	Lv. 100	210 - 304	205 - 299	305 - 399	205 - 299	305 - 399	105 - 199
Max StatsNeutral Nature	Lv. 100	270 - 364	225 - 319	125 - 219	305 - 399	265 - 359	145 - 239
Max StatsNeutral Nature	Lv. 100	270 - 364	225 - 319	245 - 339	265 - 359	185 - 279	145 - 239
Max StatsNeutral Nature	Lv. 100	246 - 340	115 - 209	115 - 209	105 - 199	105 - 199	89 - 183
Max StatsNeutral Nature	Lv. 100	266 - 360	155 - 249	155 - 249	145 - 239	145 - 239	109 - 203
Max StatsNeutral Nature	Lv. 100	266 - 360	219 - 313	155 - 249	205 - 299	205 - 299	145 - 239
Max StatsNeutral Nature	Lv. 100	200 - 294	135 - 229	85 - 179	125 - 219	85 - 179	145 - 239
Max StatsNeutral Nature	Lv. 100	240 - 334	175 - 269	105 - 199	165 - 259	105 - 199	185 - 279
Max StatsNeutral Nature	Lv. 100	300 - 394	235 - 329	185 - 279	165 - 259	185 - 279	125 - 219
Max StatsNeutral Nature	Lv. 100	210 - 304	113 - 207	113 - 207	137 - 231	117 - 211	85 - 179
Max StatsNeutral Nature	Lv. 100	230 - 324	143 - 237	143 - 237	187 - 281	167 - 261	105 - 199
Max StatsNeutral Nature	Lv. 100	270 - 364	153 - 247	153 - 247	257 - 351	237 - 331	125 - 219
Max StatsNeutral Nature	Lv. 100	180 - 274	155 - 249	65 - 159	65 - 159	65 - 159	135 - 229
Max StatsNeutral Nature	Lv. 100	220 - 314	175 - 269	105 - 199	85 - 179	105 - 199	155 - 249
Max StatsNeutral Nature	Lv. 100	270 - 364	245 - 339	155 - 249	155 - 249	155 - 249	125 - 219
Max StatsNeutral Nature	Lv. 100	206 - 300	145 - 239	65 - 159	65 - 159	65 - 159	95 - 189
Max StatsNeutral Nature	Lv. 100	286 - 380	225 - 319	125 - 219	115 - 209	125 - 219	95 - 189
Max StatsNeutral Nature	Lv. 100	204 - 298	129 - 223	95 - 189	115 - 209	95 - 189	97 - 191
Max StatsNeutral Nature	Lv. 100	224 - 318	169 - 263	195 - 289	115 - 209	155 - 249	77 - 171
Max StatsNeutral Nature	Lv. 100	264 - 358	145 - 239	185 - 279	295 - 389	155 - 249	91 - 185
Max StatsNeutral Nature	Lv. 100	204 - 298	169 - 263	119 - 213	89 - 183	99 - 193	131 - 225
Max StatsNeutral Nature	Lv. 100	304 - 398	269 - 363	159 - 253	129 - 223	139 - 233	91 - 185
Max StatsNeutral Nature	Lv. 100	260 - 354	145 - 239	145 - 239	201 - 295	145 - 239	191 - 285
Max StatsNeutral Nature	Lv. 100	190 - 284	95 - 189	85 - 179	115 - 209	85 - 179	173 - 267
Max StatsNeutral Nature	Lv. 100	230 - 324	115 - 209	125 - 219	195 - 289	145 - 239	253 - 347
Max StatsNeutral Nature	Lv. 100	200 - 294	135 - 229	85 - 179	65 - 159	85 - 179	125 - 219
Max StatsNeutral Nature	Lv. 100	260 - 354	235 - 329	135 - 229	115 - 209	135 - 229	229 - 323
Max StatsNeutral Nature	Lv. 100	200 - 294	45 - 139	45 - 139	55 - 149	55 - 149	85 - 179
